一不是响马并贼寇,0,一不是响马与贼寇，
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,21050217.498296402,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,21120994.302189,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,21128412.66971093,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,21130304.529147558,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,21206002.813093048,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,21235515.40101107,0.125
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,21281883.15731843,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,21305277.88778,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,21329319.756909717,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,21334595.007715303,0.125
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,21360491.015057374,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,21488572.489686564,0.125
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,21515081.55934456,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,21563527.353941675,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,21635979.91968456,0.125
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,21661117.587508816,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,21816457.692038003,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,21863002.2342659,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,21869407.836980887,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,21902728.58681302,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,21931452.572321113,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,21976448.572430316,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,21986068.15927958,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,22012144.135270584,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,22025505.703315515,0.25
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,22026474.524278544,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,22082611.961371757,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,22099002.845098384,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,22140499.42519032,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,22205319.57357911,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,22286550.686261926,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,22287374.112357683,0.125
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,22353938.103429385,0.125
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,22365041.770204872,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,22366944.836125948,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,22505203.531500388,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,22598476.40506749,0.125
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,22631618.47336542,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,22675421.171633936,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,22685886.598549612,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,22866705.986384477,0.125
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,22893197.320439428,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,22967991.716492765,0.125
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,23013137.216818906,0.125
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,23158229.685916945,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,23361335.89300078,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,23361335.89300078,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,23532399.91154837,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,23576183.94850583,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,23584938.448941786,0.125
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,23604439.034119785,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,23604439.034119785,0.125
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,23812495.891958747,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,23831224.179960966,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,23837191.593082096,0.125
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,23941821.449160606,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,24060365.675023224,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,24106907.672363907,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,24126186.752018534,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,24291416.515050188,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,24331741.489485193,0.125
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,24346819.932371963,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,24408182.827852376,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,24463283.151439015,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,24471781.244900443,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,24507158.81657892,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,24604258.973901056,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,24701000.220396414,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,24824409.837291967,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,24963122.602829624,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,24967032.58941231,0.125
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,24978265.97103928,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,25047223.710557543,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,25093995.628857818,0.25
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,25093995.628857818,0.25
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,25127886.285268422,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,25149737.40436684,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,25284610.60341026,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,25320722.070684146,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,25376600.90476644,0.125
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,25444472.17158314,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,25638100.845519386,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,25746429.287887465,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,25841654.361258432,0.125
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,25915289.093013648,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,25956480.028885633,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,26026266.76191777,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,26030294.42000114,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,26085093.79757642,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,26106411.71343537,0.125
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,26110484.715958085,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,26211172.561042503,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,26281151.499998,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,26307315.983983476,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,26381748.551623546,0.125
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,26889703.001376905,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,26897154.82612275,0.125
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,27214051.802430484,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,27263032.141760163,0.125
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,27280950.930460647,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,27294194.017645486,0.125
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,27396743.39226746,0.125
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,27680953.482284594,0.25
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,28063256.067691714,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,28079749.99179105,0.125
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,28480272.349267058,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,28631425.991860442,0.125
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,29099188.107742876,0.125
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,29550397.48125335,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,29568101.740926214,0.125
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,29659857.96490806,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,29712218.27728262,0.25
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,29796969.557885125,0.25
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,30609248.418506447,0.125
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,30877553.019785732,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,31280335.225196898,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,31745113.28833532,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,31785102.716566667,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,32051304.143770535,0.25
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,32273847.64277255,0.125
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,32381550.87121526,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,32630938.88064541,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,32817450.280171696,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,32931987.159703292,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,33429194.06497975,0.25
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,33645053.853731446,0.125
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,33674323.76979716,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,34320061.46489771,0.25
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,35013132.76098876,0.125
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,36262505.549627945,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,45493170.96633715,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,46179667.734979205,0.25
