去了我左右膀难以飞行,0,去了我左右膀难以飞行。
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,13744164.752738995,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,13767590.23096994,0.1
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,13771237.997777952,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,13773705.438694548,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,13786636.326196766,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,13801117.80736437,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,13817240.564493246,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,13836343.828867277,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,13840032.582774574,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,13854628.088146908,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,13884588.229552923,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,13903126.078956714,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,13937057.857200138,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,13942100.545309547,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,14040627.949060984,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,14096686.749628372,0.1
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,14098090.007149262,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,14102546.74947454,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,14188744.91463688,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,14222084.078573775,0.1
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,14236101.263804287,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,14244125.283260308,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,14276303.387283323,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,14290306.925917039,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,14297022.712118134,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,14300360.832910012,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,14314047.448932597,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,14322909.985785803,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,14396743.033943499,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,14482180.591591073,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,14521404.118084056,0.1
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,14540067.463325674,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,14557629.297213979,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,14605885.575333769,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,14639789.21392718,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,14664097.02280581,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,14676873.465419855,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,14684389.703417119,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,14741650.130069805,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,14751700.081232123,0.1
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,14767561.222671729,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,14779689.06367008,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,14852168.96878557,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,14852168.96878557,0.1
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,14884275.235939302,0.1
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,14898484.217336534,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,14931186.011314388,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,14951254.413567126,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,14981125.378863938,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,15025697.384016251,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,15027815.245647797,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,15040765.783988237,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,15069916.821704186,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,15092240.637645816,0.1
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,15132369.533586286,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,15157464.843740327,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,15195816.191928677,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,15206250.99352937,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,15260735.08480499,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,15268307.895242292,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,15283513.293544633,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,15340827.485946342,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,15340827.485946342,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,15369563.571310721,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,15377145.46368882,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,15385201.38365588,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,15397276.812973905,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,15549133.548367977,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,15609119.934438799,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,15619828.990975477,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,15667413.326183254,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,15675405.439758755,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,15697342.313218536,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,15721522.650681041,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,15773412.963239733,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,15786248.1394444,0.2
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,15786654.578830883,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,15817025.102653805,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,15824092.867173413,0.1
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,15870191.01568062,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,15873673.346786382,0.1
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,15957454.98909354,0.1
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,16022621.098661566,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,16049467.56517526,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,16114210.555805188,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,16138286.036996232,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,16282260.901819829,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,16297539.408033945,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,16470230.726269979,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,16551273.729096802,0.2
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,16555652.492926156,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,16555652.492926156,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,16702685.912259465,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,16707535.071462622,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,16727912.962304858,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,16766747.479164226,0.1
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,16814313.016190093,0.1
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,16814313.016190093,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,16886140.401010033,0.1
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,16932086.448296674,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,16991376.842019174,0.1
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,17019525.26861989,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,17037422.519920588,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,17099835.7708504,0.1
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,17212361.953198146,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,17220680.447008416,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,17308092.48886264,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,17318012.786138576,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,17349468.289567854,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,17372425.488109197,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,17374026.854884274,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,17428254.6764574,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,17457913.11989891,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,17569866.045865484,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,17620277.200464863,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,17743264.991761126,0.1
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,18069349.560711835,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,18425010.39459933,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,18445059.562866867,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,18762027.716183633,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,18849609.94669445,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,18878214.306843393,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,18928785.32840099,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,18965702.466752887,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,18965754.212189045,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,19061984.988061357,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,19243206.255418338,0.1
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,20133003.331911903,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,20882446.24702565,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,21459999.892833836,0.1
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,21854206.701008722,0.1
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,21998535.79370002,0.1
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,22050875.96996579,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,23498528.35616991,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,25082813.40780252,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,26551123.918332446,0.1
