官封到节度使皇王恩重,0,官封到节度使（喏）皇王恩重，
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,16328455.204951055,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,16387185.290860463,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,16402597.34717726,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,16513806.557245616,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,16523694.84736134,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,16597774.29072666,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,16610715.738967575,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,16610715.738967575,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,16658010.595672121,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,16685615.627566695,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,16688849.139258018,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,16700683.307839701,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,16783619.26799633,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,16852459.24361636,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,16860212.31189441,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,16887529.216044337,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,16942340.18869188,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,17198298.237736866,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,17200346.072346885,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,17223606.54790877,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,17397836.52337973,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,17430721.25526479,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,17498141.534908988,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,17526778.755571958,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,17551568.607827406,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,17570102.212777182,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,17645726.656263165,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,17657700.76055875,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,17702991.692029927,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,17756188.17670166,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,17801810.97573759,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,17816231.518979274,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,17847174.721535407,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,17943132.651941173,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,17950662.712059796,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,17961469.943221726,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,18040980.05563406,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,18052181.911664285,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,18072829.600101132,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,18081822.51488166,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,18089068.12060515,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,18172447.96457444,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,18190882.395897675,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,18252565.319444478,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,18353038.505625147,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,18436525.62111449,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,18544965.405469492,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,18750738.1851997,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,18866495.60046606,0.1
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,18945720.20247426,0.1
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,18952979.77245044,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,19131237.204145506,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,19135091.01801416,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,19146575.14486814,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,19179311.520384144,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,19266087.339917418,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,19327327.258471746,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,19333755.712142467,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,19385890.418865934,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,19423827.44494453,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,19505193.913502272,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,19561946.30166915,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,19708608.467299722,0.2
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,19753498.80206539,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,19759538.01696032,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,19759543.02926655,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,19804621.78130621,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,19892654.787745755,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,19913653.175119933,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,19997911.830117498,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,20004074.740522727,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,20012881.511201456,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,20021629.486895148,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,20272451.18806711,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,20439098.564365443,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,20656114.32541952,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,20669517.36948018,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,20688451.687128548,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,20864066.809183635,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,21019858.89057778,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,21023736.080661293,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,21370882.131602112,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,21458569.236888647,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,21556686.504280936,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,21591118.061139453,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,21682189.297587123,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,21778664.50287513,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,21889334.854897447,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,21939350.96613333,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,21939350.96613333,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,21975948.261345074,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,22188903.029623494,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,22190410.014139842,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,22337419.422110148,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,22339011.34537781,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,22425390.09174172,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,22469722.48101847,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,22646972.17817385,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,22717647.499709945,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,22922348.925713055,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,23009068.29179435,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,23028964.399635367,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,23351368.762322325,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,23355380.568575636,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,23534784.74989005,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,23641561.337955844,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,23649000.668266814,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,23772996.65402293,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,23822971.984105807,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,24438131.056756184,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,24904950.354402978,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,24908372.77947262,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,24959932.65983365,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,25022181.8682118,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,25215444.84280764,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,25513978.6108108,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,25750867.624370057,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,26062529.12443955,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,26062529.12443955,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,26484903.743475884,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,26853955.513355106,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,28113956.108655173,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,28125020.450541746,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,28321204.6110171,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,28334563.152775213,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,28788619.013332315,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,28926323.399175465,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,30946188.047725577,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,30954142.815900918,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,31791041.100477416,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,32077115.636681207,0.1
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,32655895.956507508,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,35418075.65633742,0.0
