夜夜何曾得安眠,0,夜夜何曾得安眠。
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,19690079.407469187,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,19700141.329082634,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,19724701.695155356,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,19942899.575246867,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,19953222.742005564,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,20010535.179561246,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,20014821.339739468,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,20016756.60624105,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,20072758.793620076,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,20088759.83485519,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,20090685.359183967,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,20201336.31451933,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,20226204.734099045,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,20315611.137081366,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,20352565.65135559,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,20376753.71926418,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,20388417.18447066,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,20419202.88761033,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,20451206.36527902,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,20506173.57553108,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,20571130.101791218,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,20654191.810694933,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,20744177.895770274,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,20805292.590105336,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,20865937.780033175,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,20877662.263109062,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,20941295.61802257,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,21088569.949353356,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,21106129.08393195,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,21116266.45392313,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,21156350.533211213,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,21164600.81701303,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,21287232.239644643,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,21451580.69155803,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,21465587.738834444,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,21563812.088731106,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,21656895.591563426,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,21699575.762432203,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,21754719.751644485,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,22000050.045191832,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,22031474.09860204,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,22132631.455860335,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,22210943.449365065,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,22215307.42354999,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,22238306.36687576,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,22241946.841071956,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,22268771.25897219,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,22326664.17218239,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,22397458.789417703,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,22490985.529416487,0.14285714285714285
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,22541097.291825794,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,22551541.854768798,0.14285714285714285
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,22654447.6220348,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,22689231.87155226,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,22761844.240228936,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,22815449.283346776,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,22857109.062043823,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,22948194.40718624,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,22992757.50593346,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,23051433.06261695,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,23312004.56165838,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,23339111.598689828,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,23348417.216226157,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,23368079.583607316,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,23469374.24407331,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,23600693.328896414,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,23702314.009663254,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,23793287.31221228,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,23818288.881882254,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,23842867.96465473,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,23857445.21115434,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,23886310.37716475,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,23920357.068412222,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,23951340.834662005,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,24003901.261751026,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,24016300.925204176,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,24102172.997266404,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,24138893.954440884,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,24191937.842126943,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,24377801.95220648,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,24514234.933407936,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,24549112.5314075,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,24577518.326600336,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,24637656.208662804,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,24684687.208091903,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,24852347.93868562,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,25071225.547787715,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,25071487.371868387,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,25087457.16759651,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,25147547.677845884,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,25235088.26778091,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,25518664.8120163,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,25571818.049608566,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,25707223.720662113,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,25777189.608645357,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,25837851.802241795,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,25948905.204424948,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,26093105.50058276,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,26158418.225729804,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,26293411.108827386,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,26708674.570270482,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,26836655.320607707,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,26862803.864890013,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,27078087.259058923,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,27096378.29569329,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,27165810.06317749,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,27340234.465758577,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,27364964.322699815,0.2857142857142857
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,27390165.75983751,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,27419734.062048964,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,27448519.906781636,0.2857142857142857
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,27727416.971155167,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,27765727.879611634,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,27922056.39080692,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,28108385.6795198,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,28322271.26786684,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,28326899.11945116,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,28447111.822814774,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,28549479.335709903,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,28558244.073351353,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,29189178.15667437,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,29394680.918138187,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,29453575.59187948,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,29504095.622029323,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,29632108.250122357,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,29717509.994401015,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,29810857.586242072,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,29918388.49514457,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,30522896.703742992,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,30961388.127853494,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,30961388.127853494,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,30993798.605153795,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,31269999.278987262,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,31349091.40183748,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,31581689.63321031,0.2857142857142857
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,31938933.49032493,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,32275825.24326589,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,32617270.662977397,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,33172367.88387842,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,33655680.215546034,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,33655680.215546034,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,34191713.28558481,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,34550724.170259856,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,34907215.28379356,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,35958564.60666145,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,39043147.29270261,0.0
