今夜晚怎能够盼到明天,0,今夜晚怎能够盼到明天。
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,23924487.052885246,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,23935332.179923568,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,23941039.704199776,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,24012921.89553314,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,24035366.686872594,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,24050452.719020475,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,24108154.33022652,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,24275389.63474153,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,24282528.63523964,0.1
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,24335108.056657404,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,24367500.440455973,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,24621589.628932916,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,24727003.31534353,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,24845890.949199792,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,24925331.920984305,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,24968365.506641723,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,24991428.65736752,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,25026600.662274264,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,25095487.11906548,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,25130940.216436487,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,25131634.487721983,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,25158400.110661965,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,25210903.422712017,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,25230455.927053776,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,25295461.9834211,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,25314825.711989176,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,25335519.84123803,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,25530802.74017325,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,25631665.432066232,0.1
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,25693366.444945145,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,25752757.12440097,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,25833405.634379916,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,25974427.414307114,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,26021010.699287478,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,26031471.39882495,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,26073021.62359174,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,26125700.19402143,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,26145404.902774513,0.1
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,26230107.456134025,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,26262438.35084144,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,26298016.377652798,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,26314458.3936061,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,26492711.920610018,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,26758832.538184557,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,26857377.21463667,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,26924400.66334638,0.1
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,27031986.683595054,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,27090606.100471433,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,27195229.738715712,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,27214883.256559893,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,27215009.547708184,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,27217042.854310263,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,27250334.37398271,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,27301915.908297524,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,27307438.267663747,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,27357683.847265787,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,27418861.336931683,0.3
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,27551768.66666889,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,27622901.51074078,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,27861887.533872157,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,27861889.55054592,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,27916042.710955996,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,27922138.413547788,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,28139969.48202267,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,28177805.677791443,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,28424309.794096183,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,28643410.239769366,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,28692402.553708833,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,28798358.924779277,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,28802474.12345358,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,28839397.941016495,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,29053454.662334602,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,29058365.409552183,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,29207628.05603599,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,29315797.63799444,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,29438720.712129727,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,29981631.0131485,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,30098930.00297996,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,30186487.592107248,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,30282455.919512674,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,30427166.249478392,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,30471102.525000215,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,30554939.56864137,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,30674555.62838216,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,30674555.62838216,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,30715741.192815688,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,30887729.762120176,0.1
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,30902556.048709895,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,31193654.369001396,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,31545775.405988477,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,31568938.978618164,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,31613011.85992837,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,31614859.69166184,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,31780035.181840923,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,32136157.39215283,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,32137174.63478227,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,32177990.336269,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,32623984.749879096,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,32794117.181583885,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,32890295.270273704,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,33111041.62535519,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,33167641.322216533,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,33876073.426209874,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,34380884.67799584,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,34603455.177500196,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,34764156.27372972,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,34852360.26069945,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,36004230.31909957,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,36082804.10730983,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,36187683.68368239,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,36309250.119219154,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,36313176.69798433,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,36643370.83280073,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,36643370.83280073,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,36839525.334664285,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,36862535.247673534,0.1
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,37117093.55085169,0.1
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,37373640.00294077,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,38235552.3259608,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,38648284.91621608,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,38678418.53799553,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,38944030.12646063,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,39456934.27290809,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,39864876.80284757,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,39878992.61348334,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,41537532.98869445,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,41537532.98869445,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,41942648.50349935,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,44297250.90146689,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,45673809.31483422,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,47233999.82458396,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,51342109.14330016,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,52733362.144605525,0.0
