愁人心中似箭穿,0,愁人心（哪）中似箭穿。
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,15345546.851731282,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,15356238.271682981,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,15381744.455057686,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,15471702.169750288,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,15517509.571177656,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,15559454.002698267,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,15576360.251151862,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,15580313.34810645,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,15592707.083405705,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,15602582.146280263,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,15641253.363297036,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,15649737.608472448,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,15696410.290852586,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,15762578.223398322,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,15814804.010383807,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,15855478.12331048,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,15860607.689782906,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,15942726.772634713,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,15964610.654570991,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,15997584.892321536,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,15997584.892321536,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,16041806.168812152,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,16063206.539209967,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,16091946.975471262,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,16112983.114874668,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,16133697.399360174,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,16203695.179859247,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,16205801.379771268,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,16220261.692753231,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,16289483.964732302,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,16343433.831890296,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,16544934.04670126,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,16593022.693220906,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,16641836.285754398,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,16675233.991267784,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,16690855.829343168,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,16700614.487281032,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,16771595.818197865,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,16773534.971527815,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,16989653.94868284,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,17044334.07353938,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,17066631.075168982,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,17157480.21620978,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,17170983.943873562,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,17196885.64298366,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,17232109.383490566,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,17282653.912018694,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,17302121.973761335,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,17317625.813981757,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,17342622.979001846,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,17347244.249789182,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,17440566.76032214,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,17440566.76032214,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,17500734.499370947,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,17523271.47095656,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,17542206.597004157,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,17553574.774773423,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,17565683.83658785,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,17735013.42861883,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,17782683.08126815,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,17817662.209444907,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,17979405.710364196,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,18003130.38554347,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,18088962.084267955,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,18098380.116433576,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,18171016.614891402,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,18187179.247630578,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,18355122.14888027,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,18482008.624717433,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,18515909.260809287,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,18523871.703678206,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,18617728.657493453,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,18642462.36040081,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,18670982.26379665,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,18785816.110221967,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,18806158.494202785,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,18806279.495485384,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,18884353.124799877,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,19008220.001147162,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,19050331.349946532,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,19080406.151934873,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,19091864.906372096,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,19191794.85797212,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,19198509.22715386,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,19241805.14488813,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,19440922.704209726,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,19449845.00239183,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,19465282.743391942,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,19503879.848951332,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,19512296.459515534,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,19571660.17363117,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,19782877.814144067,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,19783278.801185932,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,19919276.90340001,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,19931615.908440426,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,20049929.03569889,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,20109350.912197262,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,20276449.954246096,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,20348166.202532876,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,20350481.793440573,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,20371712.251143552,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,20378951.42917038,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,20436060.732587617,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,20624571.636646044,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,20768032.48292704,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,21056032.091122475,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,21066189.575940534,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,21085494.680373807,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,21102545.8067844,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,21490697.162025094,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,21653878.235386264,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,21675848.376363095,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,21676100.918977268,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,21688359.00955591,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,21826996.2646424,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,21866018.348777995,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,21882258.014119092,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,21973276.27874219,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,22086957.236268066,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,22250142.21965261,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,22361964.39975039,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,22431378.861267984,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,22687442.808639612,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,22778680.085364338,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,22854027.536674965,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,22885618.55836405,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,23009508.778844025,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,23228392.485047024,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,23260744.814331945,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,23293283.58311628,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,23426412.04283227,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,23520469.234588426,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,23785074.150688477,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,23878382.83775155,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,24298265.28411117,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,25140850.529486336,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,25276852.576613657,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,25877261.659369096,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,26670292.10635676,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,27037648.612431854,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,27138809.87393186,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,27749375.95124261,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,28024723.64938137,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,29121777.665193196,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,29121777.665193196,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,29533491.88446389,0.0
