自那日朝罢归身染重病,0,自（喏）那日朝罢归身（呐）染重病，
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,17805415.04179643,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,17822394.54445774,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,17827671.908687398,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,17836749.59414742,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,17882098.478893023,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,17941385.213368937,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,17941385.213368937,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,17958694.816820636,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,17969978.51281052,0.1
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,18022810.590052426,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,18032457.452462975,0.1
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,18036893.34595495,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,18046423.197979964,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,18055443.585700978,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,18088021.71155627,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,18114346.65517,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,18133842.416971933,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,18177461.05765229,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,18200407.05431332,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,18240913.42930836,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,18257455.957269654,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,18325846.393564805,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,18385315.796028413,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,18401768.113082808,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,18480316.910341438,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,18602797.798785616,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,18674499.877806664,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,18697636.049780156,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,18829125.97898319,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,18843873.785990387,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,18908900.985545572,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,18911211.254268587,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,18945759.084343746,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,19029868.641538702,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,19167670.469053563,0.1
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,19191100.309164554,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,19242980.328877952,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,19326322.94762711,0.1
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,19349067.139171857,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,19351224.592983313,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,19434713.164015103,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,19473049.76960921,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,19484024.668294795,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,19640459.780523505,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,19666190.766457126,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,19703392.959368937,0.1
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,19714669.285267487,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,19758902.515644174,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,19802931.75865823,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,19823163.794935018,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,19935545.83449243,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,20025304.88414979,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,20083570.889774468,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,20139005.006121192,0.1
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,20198127.28032076,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,20202842.410395354,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,20317008.662395082,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,20337065.0248821,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,20397843.83599089,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,20398265.987975553,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,20535341.541836265,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,20585256.905651264,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,20627138.966845293,0.1
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,20729221.704826202,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,20764419.27240373,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,20796538.10330818,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,20925855.850330707,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,20963349.601685688,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,20965836.96830011,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,21057343.689290956,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,21082615.08680634,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,21174693.61953872,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,21270780.490174983,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,21271294.423425827,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,21298169.38074519,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,21332225.087637015,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,21516771.640059322,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,21613467.88352704,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,21921233.1991163,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,21945307.059174158,0.1
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,21999314.947401512,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,22144895.209747188,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,22161794.966093887,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,22209826.07179669,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,22236779.9121183,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,22242396.80185569,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,22294688.733703002,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,22467093.171381366,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,22477222.93831287,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,22562795.602371655,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,22721210.263913628,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,22749667.486492332,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,22810984.46423716,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,22910772.017242447,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,23110963.339815825,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,23124438.190578546,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,23272347.574285477,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,23321167.80202941,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,24125902.118396815,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,24382281.2640081,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,24382281.2640081,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,24490619.993867237,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,24662769.615460835,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,24770328.170062374,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,24822338.549981277,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,25074887.352771208,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,25256320.581369456,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,25487193.38555424,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,25491077.17654689,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,25660033.41205495,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,25761753.727387898,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,26399139.92531245,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,26809823.00735446,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,27030892.149590954,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,27062614.40593729,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,27144199.64361808,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,27261488.283571668,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,27303193.939371686,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,27493777.09747571,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,27574792.736089032,0.1
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,28079051.203246538,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,28243433.225911938,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,28382459.5638993,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,28382459.5638993,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,30370110.036377743,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,30643459.941769466,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,30834864.409998298,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,31546467.606277306,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,32564679.071235377,0.1
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,32764869.39871501,0.1
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,33524110.964517377,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,33857764.439122014,0.2
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,37658757.244216606,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,38271973.02658296,0.0
