胡言乱语怎瞒咱,8,胡言乱语怎瞒（呐）咱！
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,11447004.194257028,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,11476883.219555544,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,11497591.706756594,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,11515176.514904814,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,11530083.57242936,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,11534974.092486609,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,11538546.329666167,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,11541930.111286968,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,11573642.609788503,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,11582301.56608642,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,11586916.751707107,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,11609878.941884095,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,11639558.448300362,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,11704842.448788943,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,11752463.137881696,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,11812559.260197379,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,11922944.047488602,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,11930215.966727847,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,11939077.076626502,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,11965344.234288655,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,11984967.079921031,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,11994418.722044732,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,12036275.73686885,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,12053017.126840213,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,12064071.008154586,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,12148528.498214269,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,12177558.968970867,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,12195610.28272155,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,12205591.70652969,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,12301425.125982573,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,12326355.248013265,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,12345647.228059638,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,12364842.975855853,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,12408034.956980446,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,12409807.952363763,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,12420040.627875062,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,12422911.352141352,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,12426056.45615962,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,12433997.617917342,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,12448403.159751726,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,12479572.10051934,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,12492024.901720988,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,12529668.917203577,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,12562230.343721513,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,12600654.5767522,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,12655782.129567318,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,12711173.429441685,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,12735397.315694364,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,12736554.865027234,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,12801413.038003761,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,12833179.780493643,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,12839421.283158373,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,12861037.090671754,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,12909620.173087081,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,12918715.765825016,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,12928680.627205847,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,12945474.844192537,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,12998754.16790818,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,13053891.800286483,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,13057983.082689393,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,13097210.42376209,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,13134726.850141175,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,13185911.276730398,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,13205561.673706261,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,13290323.302216416,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,13320532.385494376,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,13336026.733599305,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,13336026.733599305,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,13359087.217788022,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,13359087.217788022,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,13405106.661618229,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,13431547.10795249,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,13449419.646072028,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,13499619.398066737,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,13558834.02806097,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,13559057.687345443,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,13585681.24227403,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,13636725.238368286,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,13742004.099414913,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,13745359.333337914,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,13789794.275792355,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,13795823.335875051,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,13892088.767881623,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,13938858.065262329,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,13977181.5773245,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,14005501.857530076,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,14036298.954191947,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,14104531.561132345,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,14122890.428276163,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,14134863.609178461,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,14176882.904196445,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,14218380.968929393,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,14272601.061691491,0.2857142857142857
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,14342050.927437788,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,14398169.9538041,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,14478633.249863444,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,14486151.631397115,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,14486312.958600147,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,14605863.801873887,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,14718256.192469979,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,14757893.044987049,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,14912441.204947108,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,14973690.049295684,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,15052687.172821218,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,15250883.736002872,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,15314439.013080142,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,15363662.256659986,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,15693339.40584663,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,15735345.330292972,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,15766899.102065476,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,15773052.510515802,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,16039876.940621832,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,16350183.410240943,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,16743699.432010459,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,16773461.465967787,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,17184494.15800563,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,17261846.338120792,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,17338744.68012783,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,17347901.92211109,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,17448488.872426663,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,17725762.67875304,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,17760223.320151623,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,18041052.376167167,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,18201522.2831508,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,18399753.85291869,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,18735316.769150216,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,18750926.606823426,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,19251975.934965134,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,19251975.934965134,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,19328133.942887325,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,19539667.73684991,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,19788382.55955963,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,20160179.416392535,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,20521430.402481206,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,20853940.845397677,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,21521074.533246137,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,21935240.253804408,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,22157633.686997063,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,23601153.770455346,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,25345848.850598272,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,27747489.04928863,0.0
