一轮明月照窗前,0,一轮明月照窗前，
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,21388752.72904876,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,21401682.797407933,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,21435814.117669977,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,21556092.26260498,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,21626574.49579851,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,21631695.551615827,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,21645594.92584406,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,21660326.87179117,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,21666342.363259558,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,21704774.718211677,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,21711162.20297232,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,21786129.89577597,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,21826765.718353912,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,21832065.76122938,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,21844842.40330119,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,21911219.72981481,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,22044159.070613205,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,22048505.44240374,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,22142747.16608238,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,22222953.764989983,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,22239735.53360549,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,22280560.572927833,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,22448571.49614235,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,22496413.13849235,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,22506080.928200413,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,22522631.689336006,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,22578811.042858783,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,22583504.814282265,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,22609297.418348428,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,22673231.830397226,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,22680081.71882403,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,22721726.61272997,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,22797850.348425232,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,22870935.692285586,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,22903678.736464225,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,22979107.56686305,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,23030301.0695931,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,23043695.70207657,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,23146162.992428835,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,23163513.970715065,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,23171217.132147342,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,23204605.461819444,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,23219060.43183469,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,23223493.31084488,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,23331547.96387901,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,23350795.52935674,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,23384798.85858311,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,23480057.08995744,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,23499046.244386494,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,23507425.3839866,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,23517982.304614916,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,23773231.302962676,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,23913886.963670168,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,24112965.099901542,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,24215965.14918591,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,24272792.03394692,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,24369567.74222669,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,24374342.443853866,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,24390055.390442695,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,24398824.952568416,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,24423800.502258047,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,24460965.768973105,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,24467545.747158438,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,24827884.736133862,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,24870510.280214585,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,24969920.892105103,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,25082117.43188859,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,25188833.410016373,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,25267039.90138486,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,25272240.030309096,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,25387139.897989053,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,25461123.5006288,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,25539766.674395528,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,25733179.42868663,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,25901954.194384724,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,26009754.877712324,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,26036503.998041563,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,26326768.450505722,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,26349142.430536866,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,26406947.12475347,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,26428870.8460292,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,26465351.856552795,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,26482974.790637106,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,26594481.344082262,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,26652305.692998502,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,26707376.763077427,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,26707376.763077427,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,26835147.835278343,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,26861534.13166278,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,26863711.46778663,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,26873849.06595145,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,26945587.8235338,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,26967377.986951396,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,27239807.82356444,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,27276455.989657372,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,27282919.630594444,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,27424616.113535564,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,27553071.76127161,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,27604278.388847705,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,27644576.768570513,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,27816010.80446121,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,27825149.59736969,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,27947266.78788118,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,28166828.235330854,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,28233825.733670328,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,28288876.79376487,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,28374232.130490698,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,28463340.44954973,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,28528375.94578162,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,28553897.525843136,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,28585558.83327078,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,29177707.785191417,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,29292850.911657207,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,29565600.993870996,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,29736729.027182728,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,30114263.960699588,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,30128581.26845636,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,30165643.822634447,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,30234235.34197524,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,30722376.61832326,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,30776134.487637166,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,31161610.441671856,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,31209657.657839384,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,32076700.89748574,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,32225081.368235473,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,32563922.099666834,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,32879874.810576167,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,33240428.352251347,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,33240428.352251347,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,33598171.30490598,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,34567600.22480187,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,34663994.49437019,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,35458361.22966738,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,35512554.00468804,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,36268843.182026416,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,36871156.203473955,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,37380069.27741247,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,37453000.78748016,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,37725937.08933468,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,38722547.004958555,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,39177445.29184294,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,39533559.388986565,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,39734903.01239609,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,40137623.62480917,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,43875081.87511492,0.0
