闲无事在敌楼亮一亮琴音,1,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,19220695.71882901,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,19306452.339003786,0.09090909090909091
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,19314587.85914596,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,19315015.08603822,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,19338943.739915214,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,19342243.154059626,0.09090909090909091
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,19351070.662838947,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,19378248.89525265,0.09090909090909091
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,19395301.88327081,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,19449916.849058855,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,19460173.99364893,0.09090909090909091
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,19505233.97037719,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,19583637.181020655,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,19592703.31026327,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,19617853.409188263,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,19708127.490439728,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,19713450.579423964,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,19726226.9870329,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,19780710.01539957,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,19848544.17139884,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,19852800.049788095,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,19853779.168220393,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,19861876.77725447,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,19901604.454524823,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,19939574.7049475,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,20005968.976200428,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,20037105.536112398,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,20049649.097284902,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,20071865.237368703,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,20156463.313209534,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,20163062.854189847,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,20263138.12958358,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,20263138.12958358,0.09090909090909091
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,20288708.867337186,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,20320342.4128977,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,20338544.6615718,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,20425503.273517683,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,20457890.09780942,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,20506067.51704539,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,20524947.32342017,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,20551043.564370368,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,20604480.5347061,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,20687950.908712987,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,20692935.167427044,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,20701516.07725656,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,20761769.595948115,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,20791400.305120658,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,20807079.46850725,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,20811543.631029915,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,20842529.190228317,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,20845028.28662171,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,20850165.829029154,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,20872102.280075468,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,20899093.851487704,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,20924849.564901024,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,20977948.275861777,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,20995873.227836244,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,21082879.046071317,0.09090909090909091
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,21088783.67824929,0.09090909090909091
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,21102471.129957177,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,21190121.919608478,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,21253808.35268097,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,21312002.587588347,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,21321908.221040267,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,21379346.24416184,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,21440207.747627854,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,21446170.619683035,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,21480293.745556,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,21560148.54279785,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,21579115.94583394,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,21606207.355888247,0.18181818181818182
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,21685781.108513676,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,21726757.355356015,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,21851226.060333755,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,21870946.3074359,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,22066303.544450123,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,22100322.88943498,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,22101862.079266068,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,22106766.23477728,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,22115162.50233035,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,22208300.805763535,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,22236411.91166881,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,22236836.589827355,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,22314528.484501418,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,22419545.066596426,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,22419844.856231507,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,22464767.04721477,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,22484685.910575986,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,22583097.268847372,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,22750242.696501978,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,22763727.104619835,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,22938093.70545861,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,22943696.961030982,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,22980002.57517478,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,23001445.255284276,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,23109470.948744927,0.09090909090909091
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,23152295.93086794,0.18181818181818182
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,23166622.190811656,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,23381356.876741625,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,23414305.507416178,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,23415256.00935396,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,23482447.266156618,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,23592971.711531457,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,23668574.172927175,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,23771372.917202417,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,23831800.459789734,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,23833483.223420467,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,24080309.58985374,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,24083532.76923939,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,24120553.5407227,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,24160042.994381145,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,24258526.995525755,0.09090909090909091
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,24386728.92637892,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,24398263.68074574,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,24470469.371404868,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,24625322.59211858,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,24674827.81210504,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,24674827.81210504,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,24875982.74094189,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,24904299.79608908,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,24935359.907012712,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,24981236.729289476,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,25294131.988726746,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,25417286.133278042,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,25527936.75441628,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,25617481.221776534,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,25674186.382575918,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,25761015.088897835,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,25897150.15942851,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,26126557.79910417,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,26624621.133723352,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,26740690.355809573,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,26954811.036649067,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,26985141.021500107,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,26985141.021500107,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,27279541.213601537,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,27375111.88596543,0.09090909090909091
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,27838618.468248133,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,27919327.47958684,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,28237684.958223682,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,28898239.35019078,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,28935714.952921752,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,29279152.374129232,0.09090909090909091
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,29391600.45668298,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,29415479.48837769,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,30037487.929800447,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,30823900.70407771,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,31882530.609981306,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,32061406.997736022,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,32959240.30717212,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,33158096.232001487,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,34082909.919564165,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,36442937.42281021,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,37933155.50253293,0.0
