那乃是萧天佐以假成真,0,那乃是萧天佐以（呀）假成真；
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,15252242.952007841,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,15308812.120829972,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,15314408.29310165,0.2
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,15320471.151614727,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,15320471.151614727,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,15343026.415494207,0.2
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,15365676.434065735,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,15369132.84462256,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,15376843.566821398,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,15388216.58021417,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,15507079.81483498,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,15525450.291910587,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,15557575.904862113,0.1
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,15566126.720069483,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,15568871.401756406,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,15577006.519197036,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,15602804.780324144,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,15647358.89802406,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,15650930.518681023,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,15672999.070553832,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,15683886.423065105,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,15705617.831373533,0.1
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,15742187.312550215,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,15800323.092567112,0.1
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,15845715.968031203,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,15863253.97910433,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,15910439.272302115,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,15911269.910658285,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,15915599.505092664,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,15915599.505092664,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,15923703.473270217,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,15924248.127395151,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,15962131.558556788,0.1
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,15969658.03024619,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,15977756.013541698,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,16022011.669183848,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,16067175.419504339,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,16082188.62068725,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,16112701.680501424,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,16204549.48072522,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,16209311.186511882,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,16223434.425951451,0.1
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,16227624.255504986,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,16275239.470886981,0.1
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,16281743.540133333,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,16369645.121509315,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,16373395.768080007,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,16377887.052215938,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,16397716.971478313,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,16431844.185777558,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,16460045.991010338,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,16508137.62270749,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,16533795.254524136,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,16603832.37504722,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,16645427.344821233,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,16656676.835839184,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,16720890.090367414,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,16884911.736554705,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,16925094.60270424,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,17028560.447099656,0.1
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,17036036.595098767,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,17065128.426726904,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,17068199.582890265,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,17100698.400912844,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,17105339.994810704,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,17105339.994810704,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,17121966.48283537,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,17126255.140606545,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,17137938.38744292,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,17161121.890525173,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,17203765.35880386,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,17240621.99743246,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,17250468.866130892,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,17327782.245226305,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,17366345.140746836,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,17458385.73506423,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,17470307.41269777,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,17495814.17866217,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,17534926.91536219,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,17591013.360330492,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,17601746.43282726,0.1
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,17678355.909705732,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,17684368.67871731,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,17834794.052380882,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,17867723.088690657,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,17882514.751453135,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,17882791.152890388,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,17918526.73992187,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,17955946.951947156,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,18014135.084024955,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,18076599.34745829,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,18123353.60521289,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,18150634.265985478,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,18436394.167848237,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,18533947.739929788,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,18552544.572195522,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,18792817.280575313,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,19102404.088262558,0.1
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,19293528.752915565,0.2
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,19333834.385361444,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,19379783.571666192,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,19513017.50543745,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,19570489.123536635,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,19606104.42162042,0.1
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,20474911.957817316,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,20711483.269991867,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,20820670.882962257,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,21283695.422315866,0.1
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,21334633.71087481,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,21712405.19808411,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,21730593.73499345,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,21881481.95176764,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,21992723.757907767,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,22112491.923608843,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,22453376.02364308,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,22753583.98256412,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,23198437.72632968,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,23430732.544407394,0.1
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,23605824.340197515,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,23810801.278193705,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,23870060.63783778,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,24200307.5617791,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,24326764.549171135,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,24334668.611098535,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,24855328.464955166,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,25372369.44631333,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,25467560.98373788,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,25834045.46704428,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,25876194.51396317,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,27697482.1827926,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,30923367.567695424,0.0
