舍不得衙役们众班头,0,舍不得衙役们众班头。
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,13152189.672822842,0.1111111111111111
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,13172699.319219785,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,13177883.584547354,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,13179676.96048177,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,13185450.178932123,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,13234790.848434037,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,13244463.087747669,0.1111111111111111
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,13274387.381969014,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,13314159.522170842,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,13369148.658144366,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,13375846.058672238,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,13377464.115955455,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,13420478.737608353,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,13593937.32008008,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,13601603.038068874,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,13625093.459894141,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,13722690.793921458,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,13781049.46134835,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,13790767.031947322,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,13805096.013501087,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,13817569.185269138,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,13867056.934968883,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,13896376.832367305,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,13906201.294932202,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,13908033.2963268,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,13949137.26480349,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,13964611.520003345,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,13983394.259506987,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,14016414.904653475,0.1111111111111111
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,14074076.577299671,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,14080812.809154404,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,14111120.761838358,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,14197654.489336155,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,14197906.698164819,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,14242131.058807382,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,14258860.556181656,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,14258860.556181656,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,14271546.421325909,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,14373909.735486366,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,14436803.309210721,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,14478353.290939918,0.1111111111111111
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,14525854.239548821,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,14543531.800224153,0.1111111111111111
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,14574684.933643768,0.1111111111111111
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,14651494.405343749,0.1111111111111111
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,14656329.95852812,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,14672609.980467591,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,14675875.464574227,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,14687155.107415104,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,14701722.95379931,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,14743779.150821652,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,14778256.533274798,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,14875823.510617033,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,14876596.94447805,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,14886007.812234625,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,14893669.662479553,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,14920679.084685884,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,14937801.861832019,0.1111111111111111
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,14945586.437583895,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,14960960.535607155,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,14967606.704747315,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,14978737.158848602,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,14986882.969320716,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,14993194.147716945,0.1111111111111111
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,15114773.740812054,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,15131000.701661637,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,15137319.115028445,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,15143243.354398672,0.2222222222222222
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,15145129.17627791,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,15147553.751575667,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,15160394.389428016,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,15169563.54763106,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,15199092.103623187,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,15335728.622683877,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,15407335.964937614,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,15417795.009760497,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,15489300.895111438,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,15522670.866785487,0.1111111111111111
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,15567299.485873748,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,15684797.743534116,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,15704872.049865834,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,15729428.27738096,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,15757104.029406833,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,15777489.732437763,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,15785767.823987652,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,15831926.115991507,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,15910266.999355735,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,15923079.327089107,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,15989885.251312364,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,16116565.248220244,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,16265403.550579589,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,16296871.693954565,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,16296871.693954565,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,16307448.388462743,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,16544249.549250618,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,16544280.371711679,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,16550657.17136593,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,16617692.294517674,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,16679348.020954024,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,16770191.877270939,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,16810230.289174855,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,16865340.78827682,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,16945795.965065558,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,16945795.965065558,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,17054888.37905,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,17059405.299269076,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,17060856.72441693,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,17295552.112815507,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,17303250.292654198,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,17347865.188999582,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,17360221.227302566,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,17615058.06483264,0.1111111111111111
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,17641932.438490916,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,17659905.1276617,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,17733302.82249266,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,17906382.520621788,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,18153189.112079285,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,18158814.20309672,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,18319583.22883043,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,18567868.748155855,0.1111111111111111
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,18688233.939865366,0.1111111111111111
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,18765477.25209135,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,18835591.92985267,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,19021431.54268705,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,19101356.38943708,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,19137069.482002713,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,19143120.079889502,0.1111111111111111
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,19180705.384232704,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,19321456.575033385,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,19495935.489016797,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,19517216.48080349,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,19520528.31275522,0.2222222222222222
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,19828988.224420913,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,19945496.694706626,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,19978286.650104064,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,20725962.765552618,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,20777807.79231035,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,20850341.97534738,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,20993841.594436765,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,21343992.103020404,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,21480715.733118195,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,21485917.531395655,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,22065277.616643064,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,22113984.85732121,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,22166904.505022246,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,22330479.438363463,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,22870133.19087251,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,23158429.289987493,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,24491115.144244898,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,26189571.47561211,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,27647092.188336045,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,28599583.045360517,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,29890224.916981574,0.0
