舍不得太爷的恩情厚,0,舍不得太爷的恩情厚，
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,22816907.707583137,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,22828464.705880918,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,22870116.568476897,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,22904431.876933493,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,22925670.279260818,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,22926464.67592099,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,22943156.1552494,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,22957559.30138485,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,22961571.2211579,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,23061302.249528017,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,23110019.4521883,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,23251704.048027087,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,23271589.61878183,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,23356078.96290643,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,23358243.713083632,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,23396786.46211727,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,23414387.35345283,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,23499729.75938279,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,23529779.28923814,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,23661100.092248462,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,23720517.625466444,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,23813390.631989367,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,23963185.299666505,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,23964435.32963629,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,23979608.36599789,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,24004434.377251048,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,24013131.495546963,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,24175953.159034137,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,24384318.998054788,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,24422044.537534755,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,24428775.383369427,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,24428775.383369427,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,24477227.53977311,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,24503117.815157745,0.2222222222222222
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,24617429.28477711,0.1111111111111111
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,24623554.835224044,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,24635623.1669715,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,24655586.165579252,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,24674335.63261657,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,24730120.669881586,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,24735169.83125363,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,24754499.62306212,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,24922632.61235184,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,25089083.468018968,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,25108528.113631774,0.1111111111111111
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,25362627.095644582,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,25369364.352272186,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,25377746.951676566,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,25411571.956296977,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,25440342.655034076,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,25722690.781766597,0.2222222222222222
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,25727022.54167263,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,25731726.333197016,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,25774564.972389657,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,25788660.989409942,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,25811482.64518667,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,26006073.705267098,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,26048672.93638811,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,26220895.738148093,0.3333333333333333
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,26241916.852511168,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,26409403.75561278,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,26507484.01062924,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,26575931.796181288,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,26655382.902413733,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,26729745.679954425,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,26775198.27789293,0.1111111111111111
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,26807975.46189961,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,26997872.406921126,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,27032199.119677864,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,27117967.62067977,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,27165472.545293048,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,27200981.103119344,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,27347874.18370637,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,27400370.489241995,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,27569144.740609493,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,27668886.65519933,0.1111111111111111
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,27690722.746236466,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,27863699.6790524,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,28043822.145877276,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,28524632.95838641,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,28977914.435158804,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,29091861.32851739,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,29091861.32851739,0.1111111111111111
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,29186777.09434388,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,29194560.15076045,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,29195483.002738062,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,29203266.85757912,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,29217142.9105998,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,29253415.383031696,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,29285568.768916212,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,29351451.139233883,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,29489456.686072584,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,29533532.047560237,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,29567783.487129092,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,29577967.480416324,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,29685037.070132818,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,29862525.958346166,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,30088987.610334992,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,30396523.6030077,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,30469797.335826177,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,30527691.157958977,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,30617381.339751527,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,30700464.46439316,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,30703568.341426626,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,30728658.864669517,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,30870369.243880544,0.2222222222222222
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,30913940.331839498,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,30981795.254178528,0.2222222222222222
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,31352742.954835866,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,31359114.340482052,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,31497220.30052824,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,31754252.92397016,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,31951659.01841561,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,31975541.780559298,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,32311463.52197262,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,32511654.785287354,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,32636048.64322359,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,33110025.116805863,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,33150010.003879722,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,33207449.306187805,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,33491414.42104831,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,33773702.027828865,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,33857352.75930134,0.2222222222222222
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,34296577.443593636,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,34398999.75568358,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,34640268.32011081,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,34689036.5232408,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,34854847.544436656,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,34934681.15874988,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,34969584.444521055,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,35802040.8990813,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,35861384.36299942,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,35967646.59747653,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,36319398.71389662,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,36458653.02476518,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,36660862.12100905,0.1111111111111111
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,36667820.42189171,0.2222222222222222
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,37136492.39203765,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,37199171.50317489,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,37401954.64917591,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,37667870.82484866,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,37667870.82484866,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,38116579.75202975,0.2222222222222222
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,38287016.18565317,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,38299557.09992762,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,38301208.20229668,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,38920105.39638921,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,39172858.263036855,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,39792827.073991224,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,40827348.13968158,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,40988570.889082834,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,41836749.38242352,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,42964144.95935023,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,42992215.4620618,0.1111111111111111
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,45110744.03283328,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,45158129.60887912,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,46277370.27538922,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,46277370.27538922,0.1111111111111111
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,49507691.43744948,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,50343269.164213404,0.0
