官封到武乡侯执掌帅印,0,官封到武乡侯哇执掌帅印，
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,24811831.068361953,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,24883705.424326885,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,24921814.109273676,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,25090911.958530325,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,25111639.050419297,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,25169866.93135505,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,25178680.57965592,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,25184379.314856898,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,25194102.74897391,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,25198810.366491593,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,25206314.265612748,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,25257344.83783167,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,25262949.16449862,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,25320165.93354019,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,25387499.749457404,0.1
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,25403118.24772657,0.1
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,25423937.2936313,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,25461379.425542496,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,25519398.02224609,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,25640855.05193922,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,25717462.96028099,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,25743683.014658857,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,25776495.24761197,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,25782365.240717642,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,25974989.60775686,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,26017302.414559815,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,26038941.744165715,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,26047953.501856033,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,26114994.04522419,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,26142964.320532456,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,26179626.436964884,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,26239416.085107703,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,26257226.718912646,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,26341515.352933522,0.1
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,26550941.38482438,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,26573358.825840406,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,26743814.072040215,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,26860069.16379677,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,26900173.59520922,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,26911900.842375465,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,26975130.128491063,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,27010034.552264772,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,27055866.132291753,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,27104654.71652874,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,27107447.153742727,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,27122704.65216912,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,27198323.925765686,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,27262635.45226422,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,27338913.506732352,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,27358110.81175768,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,27435805.620588154,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,27504131.29204829,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,27989156.978441242,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,28187636.542447917,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,28197605.315210555,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,28250373.81338196,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,28250428.840411108,0.1
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,28383991.3887861,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,28449257.607449383,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,28451874.24938908,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,28475015.332593817,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,28912523.28287602,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,28998054.424564257,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,29057344.731914554,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,29219648.788856547,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,29332587.52554213,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,29350792.122901313,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,29380503.218621213,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,29469909.128669254,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,29585239.22875604,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,29682778.748080675,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,29711762.977664623,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,29741849.390403662,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,29742463.43291823,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,29973523.787828524,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,30042195.636970133,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,30159473.449424606,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,30178501.54025095,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,30208087.574176095,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,30232960.05962402,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,30289079.865400575,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,30557295.9651447,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,30873041.108962115,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,31046564.815762717,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,31328896.039233577,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,31397164.12193658,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,31522159.92823431,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,31566771.932641488,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,31588725.84756339,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,31588725.84756339,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,31719652.99032615,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,31844345.345402088,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,31968285.241190877,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,32364244.43265326,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,32567585.55384159,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,32660318.069763217,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,33178803.34195913,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,33325268.95559596,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,33375596.044721905,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,33497579.404508486,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,33765814.362052284,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,34190970.71403862,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,34265926.84092738,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,34906449.02785712,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,35062715.23892203,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,35131490.113189735,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,35301396.985139154,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,35670719.420194335,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,35875240.18497978,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,35888975.22413142,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,36431439.90700799,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,36489590.16677864,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,36694689.44223524,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,37121511.6122916,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,37589821.86988136,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,37599340.70898238,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,37599340.70898238,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,37740976.067887224,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,38034771.27739578,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,38246146.65773641,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,38250012.978219345,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,39134887.5366786,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,39512746.58771756,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,40507765.792336255,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,40642240.10970928,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,41897813.54941124,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,41897813.54941124,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,42670890.640416436,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,43922855.482559204,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,46365609.11514953,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,48783267.24734026,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,50831756.16420331,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,51396914.66664613,0.0
