我好比龙游在浅沙滩,0,我好比龙游在浅沙滩。
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,11415900.205956219,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,11513458.456968546,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,11572994.181322182,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,11582497.463596871,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,11583868.904253062,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,11585763.10626007,0.1111111111111111
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,11586953.782857563,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,11621733.42456157,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,11626352.901154302,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,11626352.901154302,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,11674532.163628686,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,11688255.74892497,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,11713122.88315444,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,11720419.612577498,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,11723590.003157703,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,11726975.516659278,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,11741649.96975746,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,11768354.178133203,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,11776620.316191252,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,11805475.707637835,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,11824812.378244888,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,11850470.527140873,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,11870017.71707137,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,11885793.055351878,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,11892544.644263059,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,11894716.830653988,0.1111111111111111
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,11915553.553222366,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,11951001.858830225,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,12000476.963344628,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,12003294.164721388,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,12031432.99622455,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,12034041.586131442,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,12038669.924501838,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,12051722.164170852,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,12053313.30922701,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,12085133.848594105,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,12103608.864709442,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,12121687.67788572,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,12134274.350449001,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,12153758.785552165,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,12159673.08739691,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,12169133.938772103,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,12187697.336425941,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,12245737.841812527,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,12301804.873745456,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,12389832.681824384,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,12408790.493790163,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,12468120.524315411,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,12476599.958641056,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,12479926.537175395,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,12490139.403244372,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,12534585.708196092,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,12552718.560462194,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,12573691.285436528,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,12579182.127128335,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,12652246.506203685,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,12685269.542251807,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,12721731.528753968,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,12739557.806341218,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,12798530.664766572,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,12828046.131341435,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,12887863.821705401,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,12903989.645037493,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,12905823.313620772,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,12965110.10941958,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,12993916.896118067,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,13010538.33328934,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,13077868.280024346,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,13114500.624990648,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,13151461.763137344,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,13229564.941151023,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,13266434.294922221,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,13268089.856682789,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,13330419.305980695,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,13335368.16684589,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,13342433.151025435,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,13348555.482369695,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,13351357.055338249,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,13373274.631982956,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,13441063.222839933,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,13489965.174954135,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,13504271.23116763,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,13536248.573648121,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,13548315.930506393,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,13584481.005148072,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,13635944.302033566,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,13675724.394785808,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,13711271.967665896,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,13737743.572898537,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,13737743.572898537,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,13793244.08077594,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,13801575.070459448,0.1111111111111111
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,13891467.423225844,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,13899688.026872672,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,13913301.146092301,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,13931680.601282174,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,14019584.29532485,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,14051643.844937246,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,14108248.79075548,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,14331634.452459421,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,14358777.98253355,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,14370642.620150758,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,14376364.054995326,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,14484298.888228748,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,14527775.222243818,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,14615403.324417826,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,14626050.06518113,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,14653539.746646088,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,14822671.326863833,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,14856649.283398101,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,15041251.550959753,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,15179966.62693671,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,15227263.580423858,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,15296796.226514952,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,15532811.397180688,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,15614221.320033351,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,15624785.499910174,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,15771337.386621226,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,15857411.48035537,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,15920534.354934089,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,15990772.700067572,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,16026825.680039406,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,16038557.945248932,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,16053495.69648029,0.1111111111111111
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,16077398.100725483,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,16083510.060740849,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,16319223.001015937,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,16371628.57684901,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,16590409.790576361,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,16590409.790576361,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,16629018.707664518,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,16862413.551199906,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,16877473.886959944,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,16971339.70156309,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,17026656.533815704,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,17035463.535638828,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,17476205.408985414,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,17554786.37519823,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,17559136.660210926,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,17941010.15265056,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,17952307.906240735,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,18041658.3780542,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,18142845.72319358,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,18483618.263852213,0.1111111111111111
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,18539046.195686202,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,18633983.382158127,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,18775252.290341407,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,18840410.748048767,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,19361303.33312117,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,20564272.455668222,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,20564272.455668222,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,21322136.659722522,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,21437941.299257837,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,21960903.900742155,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,22181940.73009856,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,22831100.037746195,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,23329316.409429215,0.0
