我本是卧龙岗散淡的人,0,我本是卧龙岗散淡（呐）的人，
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,15036236.33260801,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,15073682.669226151,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,15108321.769607946,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,15144707.658643717,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,15148496.324371891,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,15238429.505097138,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,15251600.597016547,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,15301614.556381637,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,15307138.046600169,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,15314014.602440825,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,15350539.738068206,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,15351874.254277013,0.1
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,15436823.682150781,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,15515263.808889426,0.1
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,15531792.241447464,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,15550354.331958957,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,15563241.470920691,0.1
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,15585330.643396286,0.2
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,15587476.86252542,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,15596699.570912503,0.1
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,15644163.823796524,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,15706183.095785733,0.1
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,15736815.137929225,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,15738771.639153503,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,15741160.36076504,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,15785591.394840313,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,15790818.811672622,0.1
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,15793082.863263503,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,15973829.05873119,0.1
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,16005814.501220055,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,16023920.51135569,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,16027774.258315057,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,16060220.861567244,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,16152797.263445077,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,16303936.428398127,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,16304622.669852113,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,16364906.601245645,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,16377598.618357107,0.1
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,16523415.912723534,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,16526880.571964065,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,16673440.59417769,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,16787381.924262322,0.1
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,16829858.98143263,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,16959521.457994394,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,16976811.04476566,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,17006777.585159183,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,17074720.0915592,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,17096286.428288925,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,17161101.115872536,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,17198966.761688318,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,17229108.036407493,0.2
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,17230309.63232734,0.1
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,17312504.44944907,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,17354419.372530933,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,17468487.733962543,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,17572841.56541523,0.4
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,17592788.479424667,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,17610105.16731634,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,17662020.7547429,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,17718256.96792424,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,17764943.086332336,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,17893522.734384622,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,17964078.12216421,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,18051444.70801177,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,18074413.54610061,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,18076476.029865336,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,18080783.998114873,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,18297969.22003184,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,18312940.763777085,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,18335873.480968747,0.1
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,18382736.476282034,0.1
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,18419111.93274567,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,18456706.16393263,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,18521516.952187125,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,18568198.944985688,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,18568198.944985688,0.1
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,18579837.28953448,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,18755772.14209817,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,18791842.371603753,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,18803060.805139028,0.1
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,18876648.356382042,0.2
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,18919161.25756954,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,18987521.318980962,0.2
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,18991442.496750325,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,19022253.256035823,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,19034982.1965521,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,19111996.458234098,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,19169585.381304838,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,19188454.647753403,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,19260211.245545655,0.1
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,19296626.148389935,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,19305633.39238248,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,19313635.517425906,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,19377467.473536536,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,19499818.923655298,0.2
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,19502489.057684947,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,19502653.548985966,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,19502653.548985966,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,19646196.523863222,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,19961114.034699444,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,20132128.65638488,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,20161560.16805356,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,20305681.472513366,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,20427386.73809359,0.1
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,20435632.08992355,0.1
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,20536189.340567216,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,20610977.568716466,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,20625418.31614845,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,20808662.28487407,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,20893639.190337665,0.2
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,21034168.177971736,0.1
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,21045508.77324506,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,21189436.10524392,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,21277421.479284257,0.2
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,21498282.922420125,0.1
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,21823428.309523556,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,22064163.75218776,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,22255127.424079638,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,22534280.067147706,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,22668652.560288187,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,22775472.789681166,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,22954623.605195817,0.2
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,23119812.692190032,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,23123985.756412882,0.1
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,23183809.83113593,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,23187009.452742063,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,23385851.13843705,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,23447702.67872216,0.1
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,23779530.231275763,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,24899628.116107397,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,25970652.933004413,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,27710618.28131595,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,27985815.35387618,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,28598087.948595457,0.1
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,39499897.8839754,0.1
