在长安是你夸大话,7,在长安是你夸大话，
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,17145989.263775777,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,17146942.15269514,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,17155123.438162077,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,17175186.380499292,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,17215137.87897232,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,17278517.683086906,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,17292202.779522955,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,17313335.453724414,0.125
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,17318038.538264584,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,17373100.00071307,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,17438870.64975697,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,17644369.59499573,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,17708657.10142073,0.125
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,17802415.045043096,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,17847510.16691259,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,17870326.040603835,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,17996559.681238882,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,18074469.943729762,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,18152254.828897685,0.125
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,18243990.65296533,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,18248396.613061987,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,18337661.497218776,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,18338772.75325923,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,18427711.125845056,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,18467808.198925346,0.125
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,18608171.272333942,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,18648414.49125846,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,18729219.391173776,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,18742267.762033585,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,18878707.384947196,0.125
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,18885969.27273509,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,18899655.962989185,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,18963445.269828424,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,18991923.466150288,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,19024992.339849327,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,19032721.485733338,0.25
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,19095527.838176753,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,19109490.944865342,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,19268757.997632634,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,19268757.997632634,0.125
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,19274605.037615668,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,19299165.321754873,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,19351452.460129857,0.125
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,19372523.72455491,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,19728852.484691683,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,19805060.85056067,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,19829266.477354072,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,20084219.257461894,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,20100555.856462672,0.125
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,20101500.878825497,0.125
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,20109081.450381197,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,20112846.36365801,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,20253674.564750593,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,20273193.15919964,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,20289481.635549955,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,20499760.254565243,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,20588402.124371868,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,20591549.034501474,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,20658434.210438475,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,20924094.448637404,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,20957753.54392056,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,21026074.19622276,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,21191231.29726953,0.25
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,21294458.87459782,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,21386649.884522725,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,21451948.975537606,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,21466534.027384598,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,21481602.172805328,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,21615323.807440195,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,21618396.989000097,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,21668129.251688693,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,21699458.749193612,0.125
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,21790443.2588122,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,21893525.858729012,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,22018146.916883536,0.125
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,22082156.44036272,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,22828693.304617003,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,22946281.70786823,0.125
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,22980533.34453991,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,23010285.406343102,0.125
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,23024217.033262793,0.25
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,23053304.12015937,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,23150236.60770153,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,23174499.48786697,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,23220812.963596966,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,23400289.03066886,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,23419095.112192295,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,23481186.90261252,0.125
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,23551648.353295635,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,23555106.915483434,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,23624441.965589333,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,24077609.408113033,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,24159717.09278656,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,24267807.90543524,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,24488900.756266277,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,24547552.521970958,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,24584559.4402145,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,24931750.96180156,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,25005421.636535946,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,25263427.1552291,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,25360354.948382426,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,25493847.08142689,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,25578711.884681575,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,25927867.03849669,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,26009431.251339436,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,26071275.304424543,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,26115525.249805227,0.25
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,26485089.239257526,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,26765243.15822385,0.125
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,26790630.675317943,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,27050339.100836042,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,27057063.17826657,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,28112916.40817884,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,28152982.600000717,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,28555677.725242313,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,28555677.725242313,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,28830274.122698463,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,29076154.334915806,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,29328528.19378312,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,29568207.717576083,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,29619654.839764625,0.125
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,29986174.963918027,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,30035275.41511877,0.125
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,30325347.182559025,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,30356096.634751648,0.125
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,30542294.116357826,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,31064176.594649006,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,31245461.408143077,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,32802218.121281788,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,34121554.90970591,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,34875142.975180134,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,34875142.975180134,0.125
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,36497881.51275337,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,36816260.19051091,0.125
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,38329688.4892773,0.0
