莫不是平地风波起,9,莫不是平地风波起，
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,932626553.2501508,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,932881283.37287235,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,933489609.45554411,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,934169736.13173461,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,934539260.13048458,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,939442036.07918811,0.125
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,940325359.27431536,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,944193349.27358699,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,946394115.69004989,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,947861899.55443227,0.125
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,949541593.79928553,0.125
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,952042419.82011676,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,952829767.85669386,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,957364491.98561919,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,957799858.57720423,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,966798549.66495371,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,968084243.58314288,0.125
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,968520345.36135662,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,972265392.80090034,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,972456110.01854455,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,978749280.84186721,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,981924314.52556646,0.25
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,987521934.66442692,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,987782373.01213372,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,993741362.63681102,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,996333709.63517058,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,1001403597.8493168,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,1001977195.8658836,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,1002142483.874036,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,1002520669.0624399,0.125
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,1004932452.1000509,0.125
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,1005562587.6465958,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1006043528.7214348,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,1010282505.055401,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,1010676986.6420997,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,1012023902.1447679,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,1012206708.2650995,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,1013005935.3446858,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,1014943438.9442809,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,1023419882.8369393,0.125
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1028810103.4022925,0.125
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,1029467998.5214777,0.125
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,1030869586.5388372,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,1037959007.0914485,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,1040065929.0682901,0.125
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1045094411.9540867,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,1049982385.3388759,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,1052392505.8322631,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,1055453117.0614036,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,1056056067.3282691,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,1059001423.0147275,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,1067465181.5308447,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,1068609504.5864357,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,1084243700.685256,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,1085773265.5709882,0.125
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,1086037760.2963071,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,1087461994.4809837,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,1089158510.1952887,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,1095329068.7583854,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,1096775280.9310093,0.25
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,1096905392.1912782,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,1106077684.3245306,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,1106089585.6284432,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,1110886610.3697033,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1111845160.2629657,0.25
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,1112134915.3589938,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,1116077310.3072178,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,1122177875.7832651,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,1122347500.5465858,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,1126999727.6873925,0.125
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1130964712.0311983,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,1130984977.6114869,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,1135176785.5951867,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,1143443853.993063,0.125
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,1148370899.5555272,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,1151705483.3723118,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,1160368471.2517076,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,1162843075.5648608,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,1166827811.2234764,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,1169650355.4785318,0.125
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,1171573534.722753,0.125
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,1173222600.6958902,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,1173749333.0237052,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,1176655272.8205533,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,1189085734.1598301,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,1190318596.114517,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,1190618570.0037796,0.25
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,1190813069.0961828,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,1191119692.7429566,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,1194784010.3055694,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,1201942760.6952276,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,1209054900.9382207,0.125
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,1209994852.9096384,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,1218183912.8839245,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,1219369831.4647563,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,1227534865.4841835,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,1229457016.7700989,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,1229789961.8292885,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,1231402331.3030696,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,1234785576.7252409,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,1237014955.2314675,0.125
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,1238438477.2781334,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,1241941823.0188007,0.125
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,1242517638.934175,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,1248497678.4958184,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,1252065301.4002519,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,1252065301.4002519,0.125
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,1254421259.8475697,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,1255947236.5948706,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,1257057804.6568835,0.125
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,1260337086.3519726,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,1263629887.7498131,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,1263909029.6036763,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,1264776786.1260965,0.125
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,1269697071.984751,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,1272234162.599766,0.125
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,1275700449.3130128,0.125
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,1281401458.3366716,0.125
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,1283064225.6217532,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,1298884973.9828997,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,1301257786.7595673,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,1306886941.7805905,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,1325035684.4003646,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,1327654514.1106014,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,1333515883.1174278,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,1336542360.0737009,0.125
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,1340291817.05971,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,1343548821.3200836,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,1346549999.3410659,0.125
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,1359501678.6685655,0.125
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,1371502734.4729857,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,1372245377.6943069,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,1374698275.5075181,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,1375951934.5256784,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,1376326454.1091318,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,1382276747.5494545,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,1382740492.2919786,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,1386517028.8527193,0.125
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,1388444134.5518847,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,1394829918.541158,0.125
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,1397216360.0175991,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,1398027301.2706275,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,1403257471.3039773,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,1405933869.0421636,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,1409178362.6539452,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,1412634865.2648928,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,1431123352.7040787,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,1436079641.8468084,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,1436201440.1623735,0.125
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,1440388153.5990093,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,1449521675.5233934,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,1450878105.7137468,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,1474147673.1900353,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,1480740289.3742251,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,1493441065.3043528,0.25
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,1506836757.1203904,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,1512885810.2284105,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,1518225524.889884,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,1528149448.4449642,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,1536268270.496413,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,1537037612.1673896,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,1537155315.5886135,0.125
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,1537405814.1786726,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,1540822425.4773252,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,1546450809.0692098,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,1546501332.3671751,0.125
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,1550662180.3368235,0.125
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,1574925384.0068352,0.125
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,1594173655.8348448,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,1595858900.4528775,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,1607128064.4783704,0.125
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,1610266243.2589991,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,1632525723.5093665,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,1667502252.8936074,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,1702656720.9718914,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,1708728761.5170763,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,1710889823.6073315,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,1713375863.3095524,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,1734842377.2287674,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,1793231156.4206223,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,1849451587.2920513,0.125
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,1889137018.8907745,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,2030028758.9413786,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,2042330297.0520909,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,2045450244.2953975,0.0
