岀二堂 深施礼,40,出二堂深施礼，
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,1188163969.4278684,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,1188221772.0018287,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,1188340840.5661085,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,1190215935.5338769,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,1192068667.3824859,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,1192093456.1657517,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,1197587806.9576056,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,1197824714.4362483,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,1198523340.0063064,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,1205086428.4751089,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,1205612231.4881918,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,1209422899.4770327,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,1209656568.3264787,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,1211018593.5128932,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,1212662356.6771891,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,1213653463.3552558,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,1214715498.6057031,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,1216276811.9168153,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,1217725542.2909782,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1220123672.2666159,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,1228639581.110677,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,1229512670.8019176,0.14285714285714285
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,1234695019.4814904,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,1236168054.9643545,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,1247587551.4126205,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,1253528668.0006216,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,1254141449.9130871,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,1254141449.9130871,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,1255252164.189985,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,1256341594.6549416,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,1259683209.9156537,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,1260534375.0139499,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,1262932099.742394,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,1265071212.8849275,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,1268453491.4413841,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,1275552211.8549061,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,1277537910.4970319,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,1277736115.5285969,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,1283715221.4910128,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,1288157115.700119,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,1293011992.6195073,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,1297264050.9373114,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,1299541730.3226089,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,1301788768.1621101,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,1302011823.2070827,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,1302011823.2070827,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,1303335992.24596,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,1305289666.4278476,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,1310164864.3228607,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,1321738971.4658675,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,1325727475.5795097,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,1329232842.0031826,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,1329442395.7201483,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,1336161750.8994799,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,1336394029.1318648,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,1338313104.2295685,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,1349070868.9242718,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,1357564235.5473421,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,1359226123.0766623,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,1363387543.41977,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,1370878003.8303282,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,1371963973.9426019,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,1374099568.4570153,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,1386324375.442996,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,1388411137.324645,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,1389036425.6234212,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,1390327576.7143209,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,1394368389.3513539,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,1402840948.5226068,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,1406804584.9607477,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,1413696405.748872,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,1416615607.3094134,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,1419668726.2089381,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,1421014510.2104857,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,1423523813.466486,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,1423523813.466486,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,1432237136.5894592,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,1452709958.1524687,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,1466853103.4930811,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1474324729.8482752,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,1476092087.9904361,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,1487131449.9043658,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,1495879063.5109696,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,1508058502.6259236,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,1516562062.8764763,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,1519392628.9654493,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,1523063511.648762,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,1523078543.7325799,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,1523104159.5578644,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,1532581607.4667146,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,1545509370.6579404,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,1550963258.6923728,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,1554437457.8216581,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,1563696606.7684212,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,1568542636.6445265,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,1575842427.0084894,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,1594051932.8025937,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,1597298084.1434326,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,1598927728.8067963,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,1603969923.7597823,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,1622159874.5014522,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,1625679601.1533029,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,1629954640.8038173,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,1631481947.3345726,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,1632574559.8100076,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,1632851133.7827709,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,1637722181.1979833,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,1638196045.6057329,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,1646683454.3962488,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,1650935923.1808724,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,1656058830.5596395,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,1667159458.7757683,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,1674623368.3320789,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,1685559823.9858477,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,1685827503.1596529,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,1686649935.4342325,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,1691202714.9212878,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,1698326620.0095057,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,1698801563.212543,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,1701465912.2121346,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,1714099378.1164069,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,1715473354.1698704,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,1719307139.6751347,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,1721265834.8477018,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,1723559106.3628492,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,1740233328.4784887,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,1760890357.885577,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,1767927260.1058493,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,1770009789.1385002,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,1779515148.2153511,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,1781920612.057606,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,1798425526.3479691,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,1800495915.1641588,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,1812251124.2345612,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,1820366335.3648357,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1828677635.244329,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,1829579721.5906277,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,1836197088.976018,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,1838812963.8853698,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,1854759432.219794,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,1860813639.2286637,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,1878067869.9133101,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,1885292498.7242768,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,1886244869.391784,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,1892845011.1554081,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,1894981303.6163771,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,1895140719.1779613,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,1904947452.6112664,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,1905874020.8817923,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,1907280175.4568934,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,1912183945.9148397,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1914266446.4795675,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1914266446.4795675,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,1923117362.1739149,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,1925182752.6036613,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,1950747132.2950776,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,1951050131.1219032,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,1983985732.1491446,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,1999613477.9558234,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,2003055215.5207305,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,2073049229.1781883,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,2098855160.6202867,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,2102797005.3462749,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,2107854380.9630358,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,2116439705.9169838,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,2132166960.2669678,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,2138686243.4992123,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,2138686243.4992123,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,2142409022.8986881,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,2144981790.0607474,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,2156641011.5438633,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,2171110720.8878164,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,2177548890.890038,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,2178939938.4550099,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,2186275826.1581378,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,2186275826.1581378,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,2204503303.6565433,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,2216407843.5676427,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,2226208402.7290039,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,2294121696.5215406,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,2343870354.1326723,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,2440526451.4862723,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,2443125673.8824053,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,2501868035.1224732,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,2514518559.1579165,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,2710146743.5056901,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,2712838613.6505556,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,2749326567.2977009,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,3012489575.7908587,0.0
