为避狂徒到此间,0,为避狂徒到此间。
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,73090929.954099566,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,73417117.011093006,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,73640605.298200086,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,73844237.661649823,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,74214827.704164222,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,74584256.211729109,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,74859100.462846994,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,74869343.597273991,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,75110242.855353191,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,75243071.409730256,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,75247879.538685381,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,75303457.181952104,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,75352317.235314101,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,75702889.51107955,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,76280393.72090359,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,76396960.301492915,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,76568829.771878287,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,76815806.699536502,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,77121466.814185351,0.2857142857142857
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,77370366.311093494,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,77653046.405192479,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,78040238.46393238,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,78924734.380364522,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,79068124.519059196,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,79068124.519059196,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,79228805.155159622,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,79298815.437336817,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,79315553.343713969,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,79631844.812072083,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,80261331.360164493,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,80523584.123452112,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,81373264.393869191,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,81728791.42732878,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,82033224.222189367,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,82219243.699184209,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,82408480.265350476,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,82874582.930818841,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,83122919.813331842,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,83122919.813331842,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,83150950.484916195,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,83502207.798335999,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,83982188.409059748,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,84115949.189532533,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,84191779.379873678,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,84410103.207923695,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,84410103.207923695,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,84555715.970071137,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,84721115.651974007,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,86070856.865178421,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,86136207.259743601,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,87045649.730663449,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,87318370.363356993,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,88716157.952720031,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,88740175.384402156,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,88817092.411848962,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,89134783.004625201,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,89531080.106356472,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,89920966.985583201,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,90360226.597894877,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,90383262.035140559,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,90514865.186391354,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,90749205.367544085,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,90808241.119346306,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,90916082.021247342,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,91254026.353402138,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,91360496.76255995,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,91995706.274385065,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,92305149.20277524,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,92460981.275650337,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,93043379.921154737,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,93053847.349121705,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,93066565.66172345,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,93066565.66172345,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,93164712.137882307,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,94041812.678416461,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,94399781.779691517,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,94698717.765083447,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,94703623.270454109,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,95077286.10743843,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,95101725.324738503,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,95877528.684952796,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,96525693.643615291,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,96619752.195159808,0.2857142857142857
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,96936613.833561972,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,97259768.411517143,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,97284185.364923805,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,98719037.603858382,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,99837121.09048222,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,100224734.45835209,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,100869769.06418978,0.2857142857142857
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,101364300.59296149,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,101501187.24738927,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,101869011.1753334,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,101890715.68604574,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,102243436.1408262,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,103133094.54808711,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,103317301.38898079,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,103567081.45882954,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,103594668.65644188,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,105052298.55758283,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,105296714.34717229,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,105757925.98877677,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,106605231.56887393,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,106755233.5510876,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,107112422.17762299,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,107781060.76021026,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,107836364.60961269,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,107892846.3079446,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,108104472.77559473,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,109162893.35172743,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,109341350.29685892,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,109600052.94581226,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,110153704.01429912,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,110575557.17560172,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,111572048.29941291,0.2857142857142857
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,111894226.63621818,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,113164581.5340853,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,113164581.5340853,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,114601216.11545224,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,114682136.7595689,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,114887668.66451637,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,115516173.40371671,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,115570490.12570626,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,115663093.10989755,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,116041343.07221074,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,116985150.47080071,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,117004526.01402731,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,117208447.43800721,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,117464692.33339369,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,118381784.13867374,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,118448452.46080808,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,120404114.4350207,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,124448775.54904966,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,124602928.1998996,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,125575079.1781396,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,126658403.19750486,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,127074109.71757136,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,127552059.18775098,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,128494665.10974045,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,129697200.61290151,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,129963879.38545537,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,131238948.16514856,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,131364828.89562529,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,131440070.1127992,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,131914360.64833918,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,131925752.70381355,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,132634807.41677845,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,133873408.11081882,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,135420666.74031642,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,135436467.38510883,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,136084326.44788602,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,136602395.28530023,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,138468840.70587924,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,138990992.49290088,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,139171716.43820846,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,139456265.35504305,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,141139194.2512427,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,141152674.18126261,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,142485203.05464,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,143033251.77101472,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,145411485.61301896,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,147437559.53156263,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,148270762.34219,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,149384081.5714047,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,150557115.41783246,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,150825150.619784,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,153233168.52625546,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,154683263.42137155,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,155211649.30748093,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,155403387.93092135,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,157407306.79104283,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,158636983.57656872,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,159250557.97387701,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,159459911.31997636,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,161244098.29607368,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,162532461.00931153,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,163551943.93499225,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,167466734.21601197,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,167475708.85770467,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,181004100.24186146,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,181841837.84136012,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,182204024.42106685,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,183093844.46088794,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,185465578.40519205,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,185465578.40519205,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,189445306.2808426,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,191303766.71832076,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,192872320.57397896,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,195393259.15500003,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,199176659.74127427,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,210039520.09927401,0.0
