我一剑能挡百万的兵,0,我一剑能挡百万兵。
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,2106772485.0460274,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,2110407497.1235733,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,2118860418.4615445,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,2126011704.4759576,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,2127721329.6740077,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,2134808688.5437443,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,2135284701.2912743,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,2137362191.7573109,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,2140127857.9015322,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,2140919007.5819747,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,2144922879.1008391,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,2145459400.1479492,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,2145459400.1479492,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,2148219857.8272424,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,2153488630.7852411,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,2161662288.3989139,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,2167736728.2392001,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,2172073830.7458396,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,2173155361.0507894,0.1111111111111111
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,2175699616.8361187,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,2189990545.924264,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,2190119865.8984275,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,2206873147.715498,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,2222023005.2016025,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,2224273581.2643576,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,2234179545.2916226,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,2239135888.9223499,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,2244640821.1036544,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,2254904200.9476457,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,2256753128.8288746,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,2257020448.2277317,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,2262035627.7225947,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,2273754246.7873468,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,2275418053.9201255,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,2279266167.0094829,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,2298274389.095211,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,2310798512.9755692,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,2313058400.8622689,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,2319836302.7051315,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,2320476605.197216,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,2323442848.0941949,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,2330901666.2838645,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,2332687035.2183652,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,2359190583.804328,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,2382863840.2683549,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,2382863840.2683549,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,2383387013.0081682,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,2384129385.2803521,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,2397993034.8023162,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,2399213892.5554638,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,2417532610.0116067,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,2435248556.6846738,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,2443056535.4791856,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,2446584679.8549919,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,2446982856.796783,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,2454909882.7994838,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,2457319127.3997645,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,2464087117.2156081,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,2480951753.5503578,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,2482107075.1524835,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,2494425613.0761433,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,2504861415.1100049,0.2222222222222222
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,2509065285.5056443,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,2511773827.777256,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,2521122287.2591405,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,2540651852.5950003,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,2549149406.8848462,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,2563926289.9451594,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,2570565367.6229978,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,2579378829.6063881,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,2579565278.2078271,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,2581862652.9602804,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,2592957708.2337337,0.1111111111111111
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,2598150554.1099372,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,2604718985.7636547,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,2659271035.9722719,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,2659350071.5875063,0.2222222222222222
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,2662423975.766418,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,2662682776.9020195,0.3333333333333333
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,2667403061.9227843,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,2672143996.3476577,0.1111111111111111
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,2683417362.0580635,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,2683979132.3764706,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,2711637717.7514801,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,2714406287.0214534,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,2737652916.9546256,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,2748095287.1887136,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,2748922658.0357718,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,2759924028.1213632,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,2762628492.640707,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,2764978438.4514518,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,2788210770.7423716,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,2793098794.9333148,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,2793498000.38972,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,2794394245.3027821,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,2799659598.2471738,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,2815653331.0042658,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,2822977109.5526404,0.3333333333333333
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,2831890360.5198512,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,2850021810.9190116,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,2852716116.1898055,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,2869711757.2004113,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,2878542741.695035,0.2222222222222222
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,2882764292.7392921,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,2902582811.3812976,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,2907713473.7063808,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,2914078618.263083,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,2916769957.2300282,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,2928581870.924592,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,2938487633.8100414,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,2939732240.4892335,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,2942378510.0994377,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,2946808440.9510579,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,2950541298.6822104,0.1111111111111111
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,2954270748.8679094,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,2966415750.1439233,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,2969798639.3450403,0.2222222222222222
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,2997897588.1523209,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,3037699260.1749706,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,3053043656.1290121,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,3067384619.8946881,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,3077102766.3084641,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,3084102704.0147219,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,3108770814.8099899,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,3114032252.8301969,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,3138633480.6306906,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,3179831686.7572527,0.2222222222222222
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,3190803201.8374591,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,3232780208.957521,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,3275683121.1290507,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,3275992035.0951314,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,3286790413.0323229,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,3325819595.2078166,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,3335623761.6745219,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,3339553305.8939443,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,3343949613.426805,0.2222222222222222
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,3353668485.3542542,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,3384636217.8123035,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,3428592630.65834,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,3429243761.1487041,0.2222222222222222
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,3577931853.8046565,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,3677816183.2626309,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,3681974133.015717,0.1111111111111111
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,3700069021.4728808,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,3709681549.2942386,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,3750599021.6358466,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,3753175137.9492435,0.2222222222222222
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,3761462108.9913883,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,3818623636.7488632,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,4003137161.1637025,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,4003137161.1637025,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,4062573645.5592394,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,4071148377.5269384,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,4165210997.9151506,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,4202920406.229033,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,4400424773.060008,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,4415448729.9389019,0.2222222222222222
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,4545069181.8656139,0.2222222222222222
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,4586901445.8232317,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,4940982609.9251919,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,5244627341.1805658,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,5256810375.8756132,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,5271172756.9855976,0.1111111111111111
