白鹦鹉与仙鸟在灵岩神岘上下飞翔,0,白鹦鹉与仙鸟在灵岩神岘上下飞翔；
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,2482043940.5838561,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,2490578519.6461315,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,2496145056.3417192,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,2513886358.5316701,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,2516252624.4480195,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,2518789139.9682322,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,2519520373.4619713,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,2520143505.4286504,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,2520358994.6227436,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,2531901220.6405487,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,2545111538.7277036,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,2565309349.4168954,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,2567666841.160275,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,2569163301.7576938,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,2569471847.8743706,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,2570762355.7184472,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,2574285910.4302177,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,2580105399.2230711,0.06666666666666667
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,2581204802.1540418,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,2591787167.862586,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,2596698295.698926,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,2599455400.1372371,0.06666666666666667
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,2599534266.0032721,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,2600801008.4249249,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,2601117946.4820089,0.13333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,2607329309.9062843,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,2609844660.0496969,0.06666666666666667
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,2613395215.9489584,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,2618742570.4419069,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,2623405673.0551076,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,2625738489.7722473,0.06666666666666667
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,2627839683.1238585,0.06666666666666667
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,2630009374.0518999,0.06666666666666667
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,2630589910.5087686,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,2632303451.8777556,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,2642493799.8246989,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,2671884603.5257592,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,2676080937.0675998,0.13333333333333333
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,2682787272.5708032,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,2689220872.7298717,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,2695414783.0784049,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,2696609535.0161481,0.06666666666666667
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,2696962699.7552433,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,2697263767.5307693,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,2699785003.7593756,0.13333333333333333
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,2709303425.110631,0.06666666666666667
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,2713996489.8467913,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,2729415416.5245609,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,2731824464.6069374,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,2734361467.7438345,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,2745363272.6218686,0.06666666666666667
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,2769606490.7176785,0.06666666666666667
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,2810241092.8695102,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,2810241092.8695102,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,2823347588.0682321,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,2823347588.0682321,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,2828688515.1657653,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,2831045080.9911733,0.06666666666666667
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,2831045080.9911733,0.06666666666666667
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,2833718350.6027827,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,2850999897.9186645,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,2851110813.6482816,0.06666666666666667
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,2851110813.6482816,0.06666666666666667
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,2858295471.3769102,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,2871503296.8765621,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,2882477669.4461646,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,2888066404.765635,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,2895338223.407764,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,2909240835.56534,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,2914287759.2358809,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,2914568058.1472325,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,2924783183.9831433,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,2924783183.9831433,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,2934406778.3040771,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,2936313843.5318584,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,2938692896.9904289,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,2938788476.6513481,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,2946887701.346478,0.13333333333333333
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,2948334395.4130969,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,2956195812.0072169,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,2957074306.5560074,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,2976634929.5106301,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,2982754246.855413,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,2991284411.4209991,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,2992749310.448102,0.06666666666666667
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,3001188355.1236143,0.06666666666666667
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,3004801665.4816294,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,3004801665.4816294,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,3010610167.2368822,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,3015352503.0682244,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,3018804744.0954514,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,3019274724.7401309,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,3024413748.2405949,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,3029116881.4146857,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,3030213750.8865871,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,3033313788.576643,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,3034618236.7752118,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,3051013101.7251406,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,3064683450.502883,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,3064734225.1003914,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,3066527033.6514416,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,3110299251.7189159,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,3121528912.8336277,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,3130133346.7152133,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,3130513514.8640614,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,3138513578.480576,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,3151687440.5153604,0.06666666666666667
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,3155166047.0484939,0.06666666666666667
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,3155376487.2399249,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,3157515302.6553421,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,3162462170.4226236,0.06666666666666667
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,3170040700.6884055,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,3170838572.2079911,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,3180019937.0373721,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,3194559851.7873864,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,3199622770.4598155,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,3206482689.4524555,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,3211576475.9294515,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,3212441126.2607417,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,3277375832.5226626,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,3278026469.8483143,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,3279557075.5816188,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,3292953684.6728411,0.13333333333333333
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,3299803786.4615927,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,3300306661.312963,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,3381736309.6561089,0.06666666666666667
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,3387946166.5815072,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,3400496517.3790903,0.06666666666666667
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,3401595978.15488,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,3403066617.1029301,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,3428422306.1772914,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,3473822158.3921409,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,3487696159.9586477,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,3519526502.2841983,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,3546314235.8114629,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,3549060532.8539209,0.06666666666666667
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,3558127597.8466125,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,3564246468.6202745,0.06666666666666667
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,3569939462.9267764,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,3571295415.4372888,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,3574563030.6098719,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,3576384353.688643,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,3576693502.6095581,0.06666666666666667
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,3577275077.6234946,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,3624142423.4409018,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,3650700447.5275965,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,3713245778.1414838,0.06666666666666667
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,3720804310.0458012,0.13333333333333333
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,3724977853.514255,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,3750222877.6006408,0.06666666666666667
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,3750405188.6102166,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,3765431692.8477068,0.06666666666666667
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,3767979070.5444832,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,3778829667.1820426,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,3778829667.1820426,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,3789033056.8274298,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,3800848794.5029898,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,3820386564.4453044,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,3836155073.6207523,0.06666666666666667
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,3856046548.3198547,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,3880199571.1982708,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,3884113747.2605524,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,3893427455.44068,0.06666666666666667
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,3918197325.4910874,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,3923083418.7766542,0.06666666666666667
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,3946594595.9949322,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,3967657639.3780804,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,3970623889.8106484,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,4018074551.6143146,0.06666666666666667
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,4103977473.7771664,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,4125436842.1799426,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,4160922076.669888,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,4235262499.0299582,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,4243330928.8987908,0.13333333333333333
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,4249536362.9644408,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,4262398914.7231898,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,4330044595.4215403,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,4341596645.3707275,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,4343553614.7179174,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,4374014549.4770889,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,4378606290.2561655,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,4397288499.4944,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,4480344949.7799635,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,4506524616.8933287,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,4535784284.7517767,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,4711705761.5591831,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,4733520438.2808332,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,4752750449.3879375,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,4755589949.0710306,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,4830887960.5261669,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,4830887960.5261669,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,4872180521.5324621,0.06666666666666667
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,4950918283.5134449,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,4973385103.9412146,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,4977380492.4760828,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,4994617255.5765467,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,5016396158.1878586,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,5220936279.0169783,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,5227907288.7516508,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,5315249100.1448717,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,5526362559.5275393,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,5533060340.5729885,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,5602535321.9000025,0.06666666666666667
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,5947054079.578907,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,6064260902.2966576,0.0
