想必是新婚度鹊桥,0,想必是新婚渡鹊桥，
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,341111735.75852907,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,341111735.75852907,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,341643413.04655969,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,342315303.34984994,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,342396980.64090168,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,345918728.73286504,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,347135185.5062716,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,347340329.7536121,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,347912615.55438346,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,347912615.55438346,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,348629875.84857559,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,348681291.23389554,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,348810615.78091413,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,349563213.51498318,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,349893707.7825222,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,350128119.00068378,0.125
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,352199700.76489556,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,356341151.76825738,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,356557991.70714742,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,356557991.70714742,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,356692055.61576927,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,358553000.62714106,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,358856292.51156002,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,359251404.24909979,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,359826372.08918786,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,361998503.34897619,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,362107746.7276057,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,362347741.82665193,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,362408418.4714008,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,363061995.54852599,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,363545679.87335169,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,365604723.44730258,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,367366671.46276069,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,367366671.46276069,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,368130077.96034831,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,370345440.87018788,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,372492654.84186864,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,373431264.18843985,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,373627618.04854447,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,374704805.3367995,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,375548747.62545353,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,376252604.31655169,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,376357154.86674029,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,376453166.70322782,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,377744685.85367167,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,379079564.02660435,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,379513627.6607371,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,380512802.49227041,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,382155843.43188941,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,384189579.05658048,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,384228430.64544344,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,384417075.60052067,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,386124102.21240789,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,387098617.69203913,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,388061460.76389748,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,390030600.2570554,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,391941761.83640844,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,393793272.75785464,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,397231810.99093992,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,397597442.44518924,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,399567648.81129819,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,400415895.80037481,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,400745491.86736268,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,400907975.65795022,0.125
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,401717908.75762087,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,402128112.9730106,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,404305878.04920924,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,406473143.21779293,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,406958624.73690784,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,407534976.50007224,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,408167981.91032535,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,410523331.41032004,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,410720500.80497837,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,412474637.28188848,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,412916550.06679213,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,413016110.84532851,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,418085909.32595617,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,420667328.6313408,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,427836954.40090621,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,430967468.5472827,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,430967468.5472827,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,431281049.44554752,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,431863214.2072193,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,432553885.16767621,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,432655995.87198603,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,433523242.97817284,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,435628845.29316747,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,435873840.97499508,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,436314485.96412939,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,436659758.97460502,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,438358764.4659875,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,439051232.46797329,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,440851133.06104398,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,441289769.81824511,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,443218137.78073466,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,443627150.33511764,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,444685330.01144576,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,448381554.69809163,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,448834276.17549074,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,452207191.35483342,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,452698782.57307845,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,452983772.11562663,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,457268899.34900415,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,458610735.41029519,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,461421957.33449095,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,464178746.97331786,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,466144392.60881412,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,466756744.49701804,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,466897726.9957028,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,466897726.9957028,0.125
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,467763186.58216083,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,469688116.78218704,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,472849515.57001585,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,473025528.61506027,0.125
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,473903836.82477039,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,482411947.69982779,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,488087989.86300778,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,494436380.04344225,0.125
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,494744683.92724335,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,496898261.73783135,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,498856690.14733833,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,500686069.76328743,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,503082059.79798794,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,503516118.32227796,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,506807957.95828694,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,510518799.33303499,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,512339669.09372681,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,512711964.55395597,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,513315881.85460609,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,522490970.96343738,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,526982512.7169528,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,528033347.85814112,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,528274378.21780354,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,532209213.01520479,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,532676295.05379355,0.125
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,533214112.50275034,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,535698927.71699005,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,554662091.30034006,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,557657534.48376632,0.125
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,558476321.12208307,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,560758991.45088696,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,568006940.65984237,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,570448997.47312808,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,572435568.29292274,0.125
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,574550698.94766819,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,577665273.41396832,0.125
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,582518548.64033091,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,585603459.89653385,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,591949266.6810863,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,592032400.03549755,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,592643004.98591185,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,594466649.68865728,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,599251988.21613693,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,603122602.28084207,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,606329205.3449806,0.125
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,614141647.63782108,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,620086421.33075488,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,620689507.39037776,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,632471194.95030296,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,633420815.37165368,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,635456054.22345674,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,637515926.45468342,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,641242867.15745437,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,642831631.54902101,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,643963128.10125649,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,644628387.57322133,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,645497480.08678818,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,655973918.00334811,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,656619768.4882251,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,663309387.70781243,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,671980303.88051331,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,687396682.25981236,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,689151175.32171333,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,694573964.97792566,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,695083209.44460177,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,695843920.67227483,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,697886165.61686528,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,713302831.00653887,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,713973961.93802178,0.125
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,717335590.41059804,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,723836318.18348718,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,774275034.98429167,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,774275034.98429167,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,784584469.47613382,0.125
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,788401000.90926373,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,871566310.45985234,0.0
