长吁短叹语声低,0,长吁短叹语声低。
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,6149909164.4071407,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,6149979981.6789818,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,6150796458.9275103,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,6159988832.40131,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,6170966473.8887749,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,6200964079.4314232,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,6212668066.7367401,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,6228444721.2963896,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,6235906534.7948694,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,6235995368.6331291,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,6236958496.1496696,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,6242050668.7807646,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,6276883493.9118423,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,6280226672.8316298,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,6294637902.6774225,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,6299237481.2977123,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,6299237481.2977123,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,6301687298.7472343,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,6308561846.0351944,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,6334097685.8335686,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,6353270848.5891476,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,6353754107.1789742,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,6368899572.7331285,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,6371765227.3452387,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,6381142910.9159307,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,6381385498.1280937,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,6417512449.639883,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,6423597761.0758543,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,6428060955.8742285,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,6454201819.9863749,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,6463866735.8649168,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,6517146007.198657,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,6520122645.6223269,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,6520419867.6104231,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,6523118402.3391495,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,6526329527.7620859,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,6531002439.8956966,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,6536244576.0383644,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,6538093011.8179865,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,6542601860.500967,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,6571350368.3446779,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,6572618215.7443686,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,6577184143.0422888,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,6586790410.8821278,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,6589660022.0814791,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,6590709004.707305,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,6624739188.9654198,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,6679202350.4867439,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,6687843490.8366652,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,6697223050.0679455,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,6717877434.6617718,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,6734703916.0077982,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,6734703916.0077982,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,6736387893.3302956,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,6761779507.6395264,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,6764275298.1363802,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,6770122190.7913084,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,6830252437.468626,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,6839624012.996315,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,6846536365.3311052,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,6850937820.4574394,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,6865748084.3117542,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,6878983701.8221731,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,6881187073.7659292,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,6886283830.8152189,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,6894138284.9679956,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,6896605027.914423,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,6942062759.9262524,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,6980290811.8419943,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,7018609410.543211,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,7090786192.7754459,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,7107732123.2854595,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,7124780840.0827971,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,7134891786.203042,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,7138759943.0156116,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,7145606545.0101166,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,7151651602.651782,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,7162561383.9786329,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,7168323775.5333529,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,7184647132.3963013,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,7206881069.4462433,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,7210620141.8257561,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,7223245453.5936213,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,7227692226.4764605,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,7239770495.7686205,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,7240787900.9350653,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,7259798810.6840048,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,7267007322.1633654,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,7277444247.125186,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,7290497414.482585,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,7291987578.4021482,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,7325031611.650424,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,7329929583.9410639,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,7345489911.9664097,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,7349749887.2730818,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,7377389958.6712589,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,7391563927.6204624,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,7401374199.9254303,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,7413489350.3943233,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,7417642957.2644262,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,7420742450.7920561,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,7460774588.0962915,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,7471039054.2797308,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,7479810948.417057,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,7516236820.513133,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,7544451228.4054508,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,7553562468.3168373,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,7570082096.6325788,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,7587289198.8888025,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,7588869320.2422905,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,7670226078.9021492,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,7692240899.285655,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,7707192306.4033213,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,7756688038.0970993,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,7798080029.6306343,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,7814540320.60958,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,7828379528.459691,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,7834015379.2049055,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,7850092913.2645445,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,7868777832.0130024,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,7877612605.9838781,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,7914413271.0789242,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,7935700852.990469,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,7942817980.71206,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,7947104217.2127886,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,7947880620.4097309,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,8026064386.2808905,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,8039731340.644805,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,8055651512.9001913,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,8060378399.3020039,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,8085079853.8046598,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,8127327612.4158039,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,8131906299.5899849,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,8169569970.0473166,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,8174912088.2165546,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,8177658647.953125,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,8212901105.40203,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,8278450823.2950544,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,8376202216.2008896,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,8381599945.2989492,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,8388719298.8367567,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,8393461025.8442421,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,8395541732.9603004,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,8417301439.1969023,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,8434579036.6221113,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,8485863120.9584723,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,8500362015.13515,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,8532958645.2475243,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,8563476190.3462267,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,8572368435.5460558,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,8637823580.7211208,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,8652995933.8001785,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,8726669576.1821537,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,8743053856.9928989,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,8752298325.0108891,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,8778313096.9005356,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,8811981723.0196915,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,8833084551.7475529,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,8917070861.5656528,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,8941263826.8416214,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,8958204006.9152241,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,8989954467.5450211,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,9004993281.5238647,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,9012843120.7175732,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,9194420005.7258129,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,9221018309.28582,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,9246719849.5702801,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,9339568274.5107956,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,9339568274.5107956,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,9359886842.6702328,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,9541015624.1146202,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,9541139260.7199898,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,9543055236.925869,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,9547605538.0450459,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,9593183801.5426388,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,9651713295.4527855,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,9733129196.4999218,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,9749377330.6341553,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,9941341075.179491,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,10210181941.512531,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,10505809661.79796,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,10732411440.61442,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,11021666978.022871,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,11123339909.393942,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,11303685677.01255,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,11375247001.6429,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,11479173955.644005,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,11586042256.175262,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,11591524231.238974,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,11625416322.448193,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,12384778318.829796,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,12649108934.356941,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,13341129979.765284,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,13388870618.443914,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,13568264307.723354,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,15224250413.967733,0.0
