独守空帏暗长叹,0,独守空帏暗长叹，
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,1611800801.0846632,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,1611978193.5099714,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,1613760275.4828742,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,1614408862.8959281,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,1621504456.6135423,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,1623835875.4928803,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,1623835875.4928803,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,1625516088.0059707,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,1627150530.9252737,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,1627721172.7507341,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,1632640255.3585095,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,1632640255.3585095,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,1632829946.8424659,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,1636834600.2384953,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,1638024679.2921283,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,1646422075.6837578,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,1647649197.2344239,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,1653521965.0898979,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,1655044694.7654879,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,1655817940.7395802,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,1661411619.3172793,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,1674089234.32868,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,1674614420.3066528,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,1675094053.8613205,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,1678714554.6267152,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,1705763610.4088006,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,1707531707.9818544,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,1715268249.2307692,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,1720672367.3136456,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,1726774665.4594986,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,1727837551.1007328,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,1729395912.6788311,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,1732662527.6213651,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,1733068713.3664031,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,1744355429.592051,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,1747115710.2022924,0.2857142857142857
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,1753159645.8485506,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,1756071727.8570237,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,1758277597.9069464,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,1758312930.8891532,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,1758947311.7448609,0.2857142857142857
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,1769518066.9304349,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,1773759026.7683065,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,1799030533.2720883,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,1799117517.9682307,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,1812765660.6097178,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,1816446519.310194,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,1833969852.5469375,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,1835183119.4962521,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,1838287149.0627558,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,1840645174.5329947,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,1845203459.304373,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,1848012810.4788985,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,1848098222.2594097,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,1850631393.0820329,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,1854538264.3434758,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,1855042942.1511803,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,1855042942.1511803,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,1857137855.528079,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,1857508150.5165262,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,1876122562.6560638,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,1879688246.3365197,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,1884201081.8589613,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,1909542342.9132044,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,1909897552.5759723,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,1915766348.9993091,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,1920005413.915278,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,1924551039.8520679,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,1930416270.6011431,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,1930557528.3659408,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,1934747755.2832708,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,1937130543.6565223,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,1937652222.6396544,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,1941975663.3173568,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,1948973215.8025005,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,1949827062.8037856,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,1949827062.8037856,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,1954682948.7391245,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,1955184684.0329888,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,1961995068.0540087,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,1965719751.7483723,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1966047058.6159475,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,1969844078.852885,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,1970151809.9715877,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,1972347838.906101,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,1973745506.4914687,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,1982439628.2364228,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,1996226706.3473306,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,1997694454.4501281,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,1997838954.7230415,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,2001021022.8561845,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,2002254271.5002742,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,2004238546.7986796,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,2024860117.85531,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,2027546287.2663398,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,2028306343.1284792,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,2031443484.8302426,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,2032632113.0812953,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,2039616053.6218991,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,2040388790.0439765,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,2043058194.7010772,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,2043102759.5443938,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,2051865064.5194411,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,2054533486.7610435,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,2056519504.6097667,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,2056603481.2252769,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,2066280885.1141918,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,2067604336.9257092,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,2070997252.02303,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,2076511646.8531449,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,2088146152.3296316,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,2100843737.6596973,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,2108223809.4344714,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,2119196647.7040536,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,2125872175.0357933,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,2161265770.4651031,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,2161950347.5173736,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,2175836413.7184973,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,2179499420.438766,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,2187679491.3866606,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,2187679491.3866606,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,2187793389.0639601,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,2197878313.0090241,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,2218373055.6851063,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,2239835441.4240055,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,2254710096.7133899,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,2254794254.2107539,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,2268297670.2154355,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,2275530041.7179656,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,2296295624.8036404,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,2297430487.4061222,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,2310970219.2460747,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,2337382680.8682628,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,2337498157.3874607,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,2339322707.0720577,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,2341384419.2716269,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,2349641107.0515752,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,2350378790.9983268,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,2358742889.7805085,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,2363620854.4697223,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,2366576086.6267319,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,2373963634.2794924,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,2384822373.2091713,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,2404158629.5887799,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,2443948276.4514689,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,2454350642.627121,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,2454467386.7477098,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,2469517703.5644732,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,2474550014.6812057,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,2505000849.0335655,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,2506944307.317606,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,2513652616.5869808,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,2525913888.245245,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,2571947631.0010543,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,2579014359.6122289,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,2583307242.0754123,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,2596448368.2966461,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,2600070997.6033735,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,2630186306.0588088,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,2660053067.9315777,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,2665787677.1071701,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,2698366754.5827098,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,2713002047.901063,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,2720145562.7187195,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,2784832256.4349031,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,2808884803.2324948,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,2808884803.2324948,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,2809612584.2913465,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,2818183805.4886322,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,2823662538.6924009,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,2829988872.9415121,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,2839782869.2742248,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,2849336808.8380756,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,2850218057.6802831,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,2851248173.0436864,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,2852106016.5524831,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,2877013714.1682038,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,3007950403.4227238,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,3031805593.1165428,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,3044985933.9164338,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,3105434384.2938113,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,3164917583.5799088,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,3284358503.4213963,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,3297660407.1675539,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,3330929544.9756699,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,3348809872.4521837,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,3360171956.7433147,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,3411846976.2298222,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,3419277890.5989156,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,3551144532.3220315,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,3574248472.0314889,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,3697288787.4368472,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,4388972541.8937607,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,4418742684.8920374,0.0
