但愿得杨六郎心如石坚,0,但愿得杨六郎心如石坚。
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,6203425073.0406904,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,6203512653.9411983,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,6208504546.4060383,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,6208952299.9587717,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,6212822301.5518999,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,6215866827.2426109,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,6217365200.4573278,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,6223902119.8039198,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,6225423186.302577,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,6231618314.9107275,0.1
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,6261025294.8604774,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,6267660948.0373783,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,6275085383.5042868,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,6292152272.3422489,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,6301308869.9118261,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,6305914134.6694841,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,6306296810.9007797,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,6307862086.6436796,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,6385748145.5825119,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,6412917325.2163715,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,6412977781.7916317,0.1
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,6413229756.1826248,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,6434029075.6527081,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,6453195877.5197144,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,6458412331.2176304,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,6476886264.9057198,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,6485884416.2999496,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,6538709769.8834076,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,6557118427.4937363,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,6559868522.5922661,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,6585425132.8681593,0.1
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,6592706361.1674252,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,6657616127.6636305,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,6663018726.5553217,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,6666781590.5299845,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,6669677364.274744,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,6692143402.04988,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,6694025767.0885744,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,6694900810.5624247,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,6694900810.5624247,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,6694956040.0171452,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,6711792363.8978777,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,6724995030.1228056,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,6729725673.7153301,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,6736361643.5680056,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,6759936838.8849983,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,6766476933.3069696,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,6768295609.9414644,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,6769008336.1958065,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,6774453282.2647791,0.2
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,6787593980.1986446,0.1
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,6864398729.200984,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,6869731385.8027668,0.1
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,6899761039.7915382,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,6920386465.694726,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,6952481432.0267029,0.1
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,6961944396.5628777,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,6986770681.6370306,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,6992136423.9411535,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,7001330670.7794847,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,7005151990.9169664,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,7029868834.9946871,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,7043293312.7413425,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,7056619714.1804781,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,7059827267.0312433,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,7061053900.5885639,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,7086263572.1849785,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,7097147553.933568,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,7113388418.2972116,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,7174447362.9974852,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,7233682513.0295439,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,7250026448.6214409,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,7264135885.6538248,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,7274031209.8646736,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,7287039227.8754997,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,7314094063.9414997,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,7330384983.3934879,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,7355059271.3321581,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,7371776379.3530998,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,7414791530.6389141,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,7418880746.522953,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,7435633120.1340628,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,7441230173.3185558,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,7449409935.390336,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,7497136392.9466677,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,7499061320.3370333,0.1
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,7510986914.1526461,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,7535842658.3560801,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,7544444420.4776392,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,7574545728.8904419,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,7599191063.9081793,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,7624980312.5912113,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,7689056974.7305155,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,7692118282.5764904,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,7697553125.688242,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,7735500955.1946335,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,7770799045.3555155,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,7776584905.5200796,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,7784766181.7622213,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,7797010392.103405,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,7833824397.6800947,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,7859713376.4279718,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,7875020956.1175842,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,7904785677.8267059,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,7944324839.5253363,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,7965198499.1724453,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,7974116021.9309454,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,7977146381.7712831,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,7982716186.482008,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,8008950696.7837048,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,8016322279.2394323,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,8032053003.8656158,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,8032862063.2982874,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,8040934433.3469419,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,8045544606.3510571,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,8067761255.0167646,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,8080733311.0440845,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,8088720800.7962513,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,8104335776.992259,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,8107412977.6820688,0.1
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,8117107068.6456223,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,8134195424.0620623,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,8135110713.623023,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,8156261976.5574551,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,8194759486.8300066,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,8206435162.3197746,0.3
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,8264470471.2458372,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,8350126073.660121,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,8436549674.4058781,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,8464679117.3412008,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,8549070549.1250744,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,8556523799.0853338,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,8608843184.2200317,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,8665350571.8742123,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,8665735116.0207214,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,8668801685.2317333,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,8677553522.6906757,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,8689889491.9508743,0.1
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,8692632731.8127079,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,8692760478.8344097,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,8702293050.9568672,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,8742799756.1008701,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,8768738191.8805141,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,8788687949.1381454,0.1
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,8859759420.56003,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,8878640841.1599541,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,8907677391.9478683,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,8992490223.0626431,0.1
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,9009367776.0778694,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,9011479006.228817,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,9023520160.1295681,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,9120739402.7883892,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,9185937807.2635994,0.2
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,9235389310.7549038,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,9274950041.8632584,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,9344509550.1683617,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,9346522524.2455959,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,9371849515.2190437,0.1
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,9378395295.9264164,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,9414553284.5723267,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,9429121935.0698528,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,9481715518.4392872,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,9512351650.7439823,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,9563006156.2033539,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,9563210909.8916187,0.2
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,9570422431.3988171,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,9587532902.4617157,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,9587532902.4617157,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,9611966054.7500553,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,9642186011.5318928,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,9697638794.970047,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,9715166430.2646351,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,9718772680.4898758,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,9810682885.1115704,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,10047949689.853283,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,10060679432.460558,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,10237523672.458754,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,10278724233.779428,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,10383294067.553904,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,10437660538.334942,0.1
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,10466650482.152935,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,10693179026.869427,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,10770415719.05402,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,10823841272.207224,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,10970353468.582232,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,10970353468.582232,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,11009711641.563652,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,11350580304.705002,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,11564224384.517227,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,11875358512.86344,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,12361639210.325811,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,13031352449.753496,0.0
