愿邦家从此后国泰民安,0,愿邦家从此后国泰民安。
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,128941247.49817006,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,128981701.6294599,0.1
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,129288474.31853588,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,129736661.81378891,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,129858149.50904787,0.1
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,130304422.38001621,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,132013508.2327393,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,132575978.73594967,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,132975753.39052689,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,133041990.98471008,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,134000194.66346115,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,134070522.03416184,0.1
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,134238981.48312572,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,134488724.52056855,0.1
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,134620797.73939955,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,134751563.21512327,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,136709320.95915127,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,137215502.60668576,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,139272939.63849011,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,139839137.69172224,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,140253091.49199837,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,140294819.75887981,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,141374834.75484955,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,141967504.23510304,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,142208859.3914063,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,142284946.97360998,0.1
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,142408853.69972959,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,142475937.51009741,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,143308460.48882228,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,143375222.33199745,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,143375222.33199745,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,143962559.79297671,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,144221841.64068255,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,144461328.53226781,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,144555366.71593845,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,144572760.10385942,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,144953743.69484398,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,145648240.15790564,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,145855309.94847301,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,145941819.12788638,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,146254766.3444761,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,147037359.2362254,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,147064033.46056202,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,147390392.64983878,0.1
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,147401614.35818639,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,148155029.59918985,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,148763740.61138874,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,148849087.25189328,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,149696100.39173636,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,149735704.1308077,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,150641074.55292478,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,151532095.31695133,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,151578718.43718454,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,152329613.3024438,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,152934076.7030071,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,153052579.2315225,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,153995784.6259101,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,154540798.00645581,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,155221967.88376874,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,156737107.23578435,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,156960307.6531553,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,157144810.17248321,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,157212423.2211495,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,157305517.04423991,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,157515481.68926936,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,158482523.44733265,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,158673018.3928608,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,159115669.1940347,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,159776266.75825199,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,160541892.92773634,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,161430165.19295031,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,161540127.02346972,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,161948719.6504311,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,162189179.44238481,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,162244123.66959885,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,162841878.55632153,0.1
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,163980281.26881251,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,164398538.30657226,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,165302356.55656385,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,165690311.26029611,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,165725010.62836519,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,165725010.62836519,0.2
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,166819716.36787623,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,166874813.81081191,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,167394691.98448452,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,168606898.65941346,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,169026008.8393254,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,169820267.13324293,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,169891119.40206781,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,170438418.48985961,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,172314546.74277967,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,172486612.90975145,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,172512376.80750895,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,173135970.98066434,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,176238737.01939529,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,177169074.66838118,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,177423841.43204963,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,177902430.16489503,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,177925242.54728946,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,179969472.23850581,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,180124364.23469788,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,180164862.37641358,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,184102680.61386958,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,185690872.90058631,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,189097749.31163654,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,192747091.27560574,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,194553326.0431,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,195131405.36866421,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,195795975.1949496,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,196418181.11430484,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,196836136.642187,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,201097308.68655789,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,202058068.31789917,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,202422300.62030029,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,202566458.14430666,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,210439326.41182008,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,210496411.30023056,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,211680328.28533086,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,211957568.70784965,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,212468154.74141514,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,215882350.52735984,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,217568716.62305677,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,218585792.54800361,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,220677137.86031267,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,222265073.42288664,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,225717584.37240088,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,231135339.67930654,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,233457759.30657414,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,234194068.55369735,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,234379561.3014693,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,235149130.19923893,0.0
