有生之日责当尽,5,有生之日责当尽，
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,3448785019.7776079,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,3460280535.4668469,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,3490305412.7332063,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,3493219820.0072351,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,3494165109.5375252,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,3498912516.0386186,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,3507785952.0648179,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,3510058159.0780435,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,3537120331.5982447,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,3549375618.6680536,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,3565750311.6722636,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,3576943634.6686783,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,3582755786.6939592,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,3620178395.7872114,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,3654637798.663753,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,3676258594.5549579,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,3676258594.5549579,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,3691886823.7814803,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,3692575908.5869851,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,3693112500.6607418,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,3696165366.854341,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,3702221118.3580093,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,3704653578.37116,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,3705824766.3395529,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,3711033723.6950197,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,3717344617.0566616,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,3746126895.629293,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,3749838734.2436404,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,3755673420.6661758,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,3761814546.3648739,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,3767913137.5377145,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,3771685914.8301053,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,3794165845.3749552,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,3798409355.2702966,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,3810545351.1552801,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,3822697243.8183846,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,3824902759.3538122,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,3838118144.2863479,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,3838681373.1392317,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,3866305358.0655007,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,3874646223.2123938,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,3890575425.3412952,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,3904128587.1627827,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,3904638848.0567913,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,3914594210.5423565,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,3925235439.1828256,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,3933407810.317781,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,3935083460.5653491,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,3953281275.5319333,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,3956947631.4756737,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,3989489087.1750002,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,4002321668.6653328,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,4033919085.0095782,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,4045532235.6222849,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,4047085296.8306065,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,4080349663.8540816,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,4093844164.1099305,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,4112074100.7930398,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,4174434754.868938,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,4200317087.6295886,0.2857142857142857
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,4215285097.6798916,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,4220799239.8432007,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,4221260412.4433088,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,4254986857.6922913,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,4267247318.4648561,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,4284774457.9527736,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,4298228841.7005558,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,4339515190.1272812,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,4379526433.3109894,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,4388302644.2812004,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,4393551401.0247984,0.14285714285714285
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,4394983566.9925385,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,4400653978.5387907,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,4443596190.6716881,0.2857142857142857
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,4515805901.7356997,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,4526764302.1053839,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,4527857278.0470819,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,4561532700.1287422,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,4570243430.7125216,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,4576914549.9515514,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,4633981408.3653879,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,4651322028.2448397,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,4651322028.2448397,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,4652379171.5106592,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,4675225938.6672049,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,4683565910.6312723,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,4690331204.99119,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,4736776394.1788473,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,4752083228.5371151,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,4804254669.7071562,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,4846545444.1911039,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,4861837994.940239,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,4878985914.0465565,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,4885032410.8693781,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,4891043103.7371941,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,4913810464.9053669,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,4923059084.2890759,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,4955034819.7887449,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,4990018155.3457079,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,5058778070.9187241,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,5079619175.3487101,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,5081883911.6595678,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,5093145367.9319592,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,5094772740.7773561,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,5143800659.448597,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,5170677932.7267475,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,5205463926.8669024,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,5232618967.9026947,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,5363945840.1130772,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,5398441026.1707029,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,5404279359.0747414,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,5442603637.159337,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,5480247924.7873297,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,5636362553.7256384,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,5677883103.8706961,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,5789335485.0662584,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,5960371442.0286903,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,5983864526.6614218,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,6064583738.9759855,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,6080385398.4808741,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,6089390134.9071245,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,6089863103.5679512,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,6105971823.7561493,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,6106371435.9072428,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,6129814652.9453144,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,6133732228.867837,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,6142615361.0336857,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,6458680935.9003153,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,6623927320.1175375,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,6661223633.1544886,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,6730757889.9190693,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,6795598062.0329618,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,6863998114.445364,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,7005776689.3495264,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,7059027232.6755695,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,7269910437.3926535,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,7302622363.3599987,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,7415785933.9236183,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,7477744247.6598253,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,7784728339.7386999,0.14285714285714285
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,7822484921.8570557,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,7875425828.4773426,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,8233290884.3486023,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,8258944836.2554665,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,8272758923.5598955,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,8885173150.6376476,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,8919986154.4184608,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,8958502117.5877838,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,8997887650.742012,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,9006621592.8516693,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,9242882806.2665291,0.0
