吉日良辰当欢笑,2,吉日良辰当欢笑，
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,1786143272.7334626,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,1787904816.9882684,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,1794578028.2426882,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,1800722739.4325726,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,1806099212.2685494,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1810377980.2032573,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,1814591499.482094,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,1825114913.294328,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,1829556252.3139651,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,1841374821.9121237,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,1842206082.8359873,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,1843354062.0044167,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,1844078998.5962992,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1845669322.0126681,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,1853059387.1748228,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,1854769837.4339561,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,1855764123.2545819,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,1859714670.4624252,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,1862527115.979378,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,1863651671.0428157,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,1863983345.7292941,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1871766193.2985258,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,1880057375.0314136,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,1881793826.9838128,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,1898583333.1763666,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,1898583333.1763666,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,1898638472.5521591,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1904888882.2418976,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,1914517452.048754,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,1926003390.6898868,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,1928259284.0736294,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,1939923487.3692462,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,1940248935.8436725,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,1949442593.6885579,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,1951815687.2734895,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,1955782025.1125052,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,1967898113.3980207,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,1969194645.4216912,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,1969469487.4924998,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,1984779368.7332544,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,1995355789.7879701,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,2021839061.8872113,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,2024008429.1186121,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,2028057918.7320738,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,2034647944.9237432,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,2040722270.8168638,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,2041148973.5901585,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,2047360185.7177749,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,2048858306.5466347,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,2065390305.9760954,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,2070374277.0295391,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,2073003563.6807613,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,2074099150.2735481,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,2074922866.4998248,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,2113563177.5240774,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,2129302341.2364905,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,2130920634.1090465,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,2135682837.8754241,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,2138584990.747546,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,2152753320.4485526,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,2165066636.1411085,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,2166576644.8979549,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,2170864005.4899187,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,2174967297.4505477,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,2183030485.247426,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,2191249114.7785358,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,2201911374.9164166,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,2205151355.4632306,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,2211820090.839664,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,2217313189.569521,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,2227188192.3845119,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,2228939447.3392973,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,2232540129.5485358,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,2299835079.8297391,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,2319606408.2139163,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,2320325542.7841978,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,2345865786.369205,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,2348731982.0599074,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,2391181535.4628158,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,2392534452.4700313,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,2405346778.0177541,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,2459545040.5778661,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,2470666826.8812122,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,2486233460.9231529,0.14285714285714285
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,2489387092.3907084,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,2500851615.6879902,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,2535382065.0670953,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,2539042823.2148695,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,2544756323.0515113,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,2547559836.0978127,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,2555906409.2506742,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,2557211488.079617,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,2573305202.8009849,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,2589861476.244607,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,2604009847.9961991,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,2650478455.6640272,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,2660305635.9070897,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,2677176297.4072518,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,2707558525.7311931,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,2713268591.8694868,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,2714271171.8255792,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,2721499508.3220282,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,2731321270.839632,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,2733957651.9478545,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,2760516079.5336242,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,2774810714.2861848,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,2797099754.8493867,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,2810740430.9524045,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,2818793358.3973842,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,2826256565.2893081,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,2840483601.7781997,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,2850807718.6745639,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,2852380118.9674864,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,2912138604.0530214,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,2932003595.7429562,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,2940153566.2220645,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,2942384058.9224877,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,2949081774.9639568,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,2965994405.2477965,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,2983414885.804224,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,2987758651.4580283,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,3023721251.6632991,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,3069360301.481564,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,3107839659.9370718,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,3148519440.7134933,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,3179541351.7249174,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,3194351405.6634545,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,3208579548.7960014,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,3267876144.166554,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,3373076933.7490082,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,3433447901.8248301,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,3455395230.3484473,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,3461759646.1147976,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,3471591734.4245272,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,3553389768.8943305,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,3636709748.9956818,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,3692109401.6386356,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,3763939235.829165,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,3836648460.2316842,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,3865095793.1414289,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,3992895849.4717975,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,4073348804.0866156,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,4169304288.9785938,0.0
