百姓们闺房乐如花美眷,0,百姓们闺房乐如花美眷，
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,5788566175.9635887,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,5792899959.6898632,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,5808669924.731348,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,5836526904.1300325,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,5850781081.5115948,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,5858525742.1728392,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,5867582903.1345892,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,5870552184.438942,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,5883072989.1097679,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,5894416258.1509447,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,5904776705.3113737,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,5910126567.1749201,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,5914399847.4736309,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,5919948807.9151983,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,5970481193.9799299,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,5978209529.1587629,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,5978584510.2301998,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,5998201543.5425625,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,6026871880.2499237,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,6056444986.9661016,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,6112679639.5656633,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,6126262417.7928057,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,6152190840.1654072,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,6154285727.3145771,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,6164298822.0014582,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,6221194665.3371029,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,6224586960.3295383,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,6225745049.3727608,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,6277667437.5522861,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,6415023742.429903,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,6454934779.3307438,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,6510272577.6418476,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,6518822409.5248108,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,6618112804.6791096,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,6621630063.0378294,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,6658907684.7705154,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,6705398407.4701004,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,6724375830.9019594,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,6759406533.4323063,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,6775375294.1389666,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,6802931567.9648857,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,6803956170.6973047,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,6853417244.9754047,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,6871967783.3347168,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,6916435303.985198,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,6926848773.4263868,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,6954188717.9064569,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,6992668330.2397976,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,6994642486.8789682,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,7017210906.7307987,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,7019629658.4183731,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,7060866445.5435658,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,7075710261.4052963,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,7148363438.5400629,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,7178849530.3380127,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,7198893136.6820631,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,7200041727.9225321,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,7226656689.56005,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,7279551953.081625,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,7297380428.2171011,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,7307362955.8843489,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,7340959588.0796986,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,7465004827.0358915,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,7591670307.0773382,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,7598033931.4976816,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,7609838367.5770807,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,7609838367.5770807,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,7616884389.8292017,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,7628721209.7972326,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,7630403965.8996677,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,7637746485.0537691,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,7650847631.1494036,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,7720623114.2401619,0.1
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,7723314061.9352694,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,7739528548.5374613,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,7830729919.4671125,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,7849707251.1429176,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,7948925603.3496962,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,8008219326.5420666,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,8032684354.6246796,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,8065493362.9244614,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,8072611853.3726959,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,8126671699.6231699,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,8148583734.9658766,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,8174361583.7964783,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,8176751861.1293535,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,8198229790.4748011,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,8227233923.312151,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,8266824563.0238562,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,8274192390.4090624,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,8281234473.0147533,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,8293752440.0305347,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,8335359552.0400505,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,8380395806.1321659,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,8440474235.8056002,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,8472586495.5588703,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,8522395653.7098951,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,8581874524.1246099,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,8621401913.8942509,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,8652519612.3633881,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,8667153611.8061562,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,8720981252.9373684,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,8781769382.3670731,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,8820275567.2530918,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,8856709708.6693401,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,8869562382.5927467,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,8875078062.3224163,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,8881678506.3928185,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,8966649676.0067463,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,9099083778.0936127,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,9120919083.3614826,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,9133492046.47229,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,9324646586.2686501,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,9331980234.7892056,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,9340965338.4072552,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,9340965338.4072552,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,9472690565.4935627,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,9564329984.2370949,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,9618295253.8306255,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,9654146198.1626091,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,9654146198.1626091,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,9784422794.51544,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,9848052210.6219692,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,9905564354.3951664,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,9938127862.0048485,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,9941269794.3859825,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,10021367978.921816,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,10031357924.92342,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,10206805650.001545,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,10427969470.07217,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,10427969470.07217,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,10701234180.525547,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,10727232241.283274,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,10752400690.433327,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,11211886227.739666,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,11250106283.948097,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,12419098760.549818,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,12533491621.335226,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,12904720131.563557,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,13461707082.728764,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,14466972442.187538,0.1
