行不安坐不宁情态缠绵,0,行不安坐不宁情态缠绵。
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,4414585834.373601,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,4423027740.0197783,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,4424062867.0555067,0.3
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,4437325099.1812134,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,4440819001.8761959,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,4455362230.1987553,0.2
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,4469050823.0355873,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,4471626833.8897495,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,4477112464.2750406,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,4481867955.5975485,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,4492174508.1784115,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,4494736698.5220356,0.2
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,4496505590.6930285,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,4501124311.1649675,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,4502020063.9699736,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,4503614869.9594402,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,4503698364.4291945,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,4508808004.5862045,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,4514556182.3431129,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,4532169507.9514914,0.3
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,4535280091.6758966,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,4536463030.4222813,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,4540253837.2772655,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,4551639145.0462685,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,4555593702.0071106,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,4559665868.602643,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,4575818278.2431154,0.2
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,4576352862.489645,0.2
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,4577814978.7261944,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,4583683685.8687,0.2
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,4589025717.0414524,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,4597113148.1897192,0.2
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,4597436078.9810324,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,4603571561.9331713,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,4606826632.320056,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,4608238806.9246893,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,4614904136.8102446,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,4616142240.9134502,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,4640240717.1830759,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,4649598373.3842497,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,4651075372.8837242,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,4654698887.9163389,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,4666932123.3429813,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,4678383846.1088343,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,4698147513.1680851,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,4703142467.7013016,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,4705811146.6025543,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,4712183825.758276,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,4727610055.2283411,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,4746365568.1875601,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,4757470639.3142042,0.2
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,4769016390.8187714,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,4780020868.9018774,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,4786318632.6787157,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,4800392950.3546295,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,4807081639.8166103,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,4808292110.1430063,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,4823571327.6987066,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,4826818676.0282526,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,4842051778.9488525,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,4842051778.9488525,0.1
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,4867554276.5162325,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,4879558260.7757301,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,4889789303.0196247,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,4895483819.0298729,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,4902821082.9322224,0.2
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,4921448778.1429548,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,4922172558.7526751,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,4954436556.5497637,0.2
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,4962245367.5554447,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,4962701214.2342224,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,4984655361.442193,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,4993025020.3917332,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,4995764562.7122793,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,5008256766.4011202,0.2
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,5019821490.0417948,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,5023038176.7297602,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,5024917983.8122778,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,5032693844.5778732,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,5048087176.8236198,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,5050439962.5986404,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,5053416951.944706,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,5098938609.901207,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,5105786991.0602083,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,5143599328.2470922,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,5155572688.5737305,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,5196851772.3635139,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,5206898284.5282536,0.2
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,5260417052.5984564,0.2
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,5267415415.112113,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,5295159167.4193554,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,5317716899.9795227,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,5324252606.8357439,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,5324777588.4694757,0.2
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,5334935188.8011417,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,5334935188.8011417,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,5382322478.2981424,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,5419533288.1360741,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,5443214151.2946987,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,5489968452.3808632,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,5507621568.7484007,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,5571805748.9257612,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,5585105559.5476456,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,5594683575.7016993,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,5604261180.1070671,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,5618203602.6960592,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,5618203602.6960592,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,5622919072.1037846,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,5666743440.9624958,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,5703552812.2708817,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,5729507285.5965548,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,5766665267.2244759,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,5774427385.9994879,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,5891323693.4878149,0.1
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,5950086542.1905727,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,6074126259.064702,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,6084319226.5601044,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,6100643655.8087626,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,6126120201.049448,0.2
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,6134339354.34268,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,6170848235.0007172,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,6211092514.3726444,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,6236945103.464551,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,6300718509.2208004,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,6444045880.4824667,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,6476929185.3186378,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,6521231925.5310488,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,6641631860.3761768,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,6682747100.59867,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,6752808142.4305124,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,6757125385.9935074,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,6775334514.9436331,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,6793992011.33255,0.3
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,6808701840.1707392,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,6984703619.5337534,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,7090643000.4938402,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,7309399394.3971691,0.2
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,7419439516.2784224,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,7898069732.5878763,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,7923830956.5743055,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,8813598324.7096043,0.0
