相公你为何不歇息,2,相公你为何不歇息？
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,110079946.73113713,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,110266741.92917171,0.125
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,110451398.22021949,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,110718858.50961524,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,110830643.92353424,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,111008294.71065404,0.125
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,111181390.19232745,0.125
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,111336847.27109133,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,111367637.45407772,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,111826134.63100554,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,111889281.20527779,0.125
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,111901671.98630184,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,111913431.58489455,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,112038164.95587718,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,112221057.5348635,0.25
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,112255393.64969042,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,112268207.03200266,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,112433992.85384563,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,112433992.85384563,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,112672494.12363049,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,112714257.11058035,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,112953159.12614873,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,112990608.70712796,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,113072361.89581761,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,113160988.16848576,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,113240200.99038073,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,113383217.62246655,0.125
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,113456014.31874201,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,113846194.86140804,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,114035660.30416435,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,114245241.23791386,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,114328289.63024956,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,114527479.65817817,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,114765049.95829388,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,114789433.8958848,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,115049833.50792991,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,115211723.40359019,0.125
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,115223077.69399694,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,115229643.20289817,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,115832009.31859361,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,116059670.17907096,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,116397662.61731656,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,116405376.02158578,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,116555314.61814819,0.125
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,116673621.76886667,0.125
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,117276652.33394693,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,117771569.42523433,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,117999217.79356657,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,118117827.85327655,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,118117827.85327655,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,118571272.91459073,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,118686011.53738639,0.125
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,118841234.88168541,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,119276710.70809904,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,119713477.50276212,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,120031035.92514245,0.125
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,120438806.95314641,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,120439451.43598667,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,120764242.75495659,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,120858586.07803668,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,120904022.79937027,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,121063017.36381572,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,121064989.59242894,0.125
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,121111214.01157612,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,121351094.51146117,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,121364341.76379208,0.125
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,121390976.81551977,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,121787648.38835642,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,122200986.41597669,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,122224939.9735221,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,122418101.45322151,0.125
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,122511100.5677537,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,122815954.29381755,0.125
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,122869051.07391191,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,123152632.56892478,0.125
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,123190956.45398869,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,123249486.61855903,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,123349132.41208743,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,123678752.86488548,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,123819385.23475616,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,123893081.16558939,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,123907330.78179669,0.25
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,124113725.2054676,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,124788086.89304048,0.125
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,125151354.45231234,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,125212485.35012919,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,125433194.51369049,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,125760697.47134212,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,125787420.33316606,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,126224226.07234292,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,126472905.78497054,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,126521650.71171498,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,126600606.75503998,0.125
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,127396600.72965528,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,127545343.7448276,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,127936675.48710378,0.125
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,127968097.40665986,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,128228483.11404386,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,128454006.45255241,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,128797185.94427964,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,129023511.04626057,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,129088296.0019598,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,129290135.82077682,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,129324548.14495799,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,129611103.88262066,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,130210923.16846968,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,130757328.66063096,0.125
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,130817620.28792909,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,130846503.76650257,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,131565067.0576892,0.125
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,131642810.63085394,0.125
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,131660239.08298001,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,132000638.30193843,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,132040394.52286604,0.125
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,133150789.99294931,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,133230746.27023533,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,133784649.8550214,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,133821566.46602739,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,133956722.2575708,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,134273063.30701441,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,134462402.71047026,0.125
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,134667384.77153748,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,134830496.19538677,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,135203851.18035847,0.125
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,135350096.62689036,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,136176609.06168115,0.25
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,136391152.35977921,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,136422618.86246154,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,137385751.93077388,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,137974345.84587136,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,138238177.83674815,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,138455839.86410135,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,139107511.361384,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,139216357.69140786,0.125
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,139727298.91107747,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,139963262.77249137,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,140406753.60604039,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,141366594.47145221,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,142733950.26268592,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,142888156.14781511,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,143294137.80740115,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,144741857.8019664,0.125
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,146297683.49419004,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,146968210.21804234,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,148146891.00471148,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,149075315.07892564,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,149578373.50229526,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,150432695.53983563,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,151232688.94924226,0.125
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,151242970.93242219,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,151242970.93242219,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,151558990.51429272,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,151795052.9067778,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,152240119.98823461,0.125
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,154461353.25929755,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,154852865.47919986,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,155675408.26598075,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,156372498.21497339,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,157769369.03535491,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,158276061.24057052,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,159742740.98009345,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,159878362.48971975,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,161052600.52362436,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,163103864.17575723,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,164592384.39675704,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,167705194.80685416,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,168972807.0328626,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,169269483.43995854,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,169843542.12363911,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,170050657.71312869,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,170426887.89626801,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,170540731.84902006,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,171297536.38332278,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,173845371.02620235,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,174270308.03116661,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,176826340.91670993,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,180024220.73718697,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,181982921.13750827,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,182917329.07138121,0.125
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,183333136.04123718,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,185848020.58297801,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,193486793.57925767,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,198059542.14103678,0.125
