也有失意痛哭嚎啕,40,也有失意痛哭嚎啕，
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,176370080.07202369,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,178345593.14783084,0.125
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,178759466.53935355,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,179150479.29137257,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,180070608.71391049,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,180223917.237827,0.125
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,180442472.17485407,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,181431583.75841179,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,181811052.80271709,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,182129853.87645945,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,182931599.3665224,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,183104574.99036559,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,184180857.25690439,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,184727556.17277744,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,186979002.11730611,0.125
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,187422710.56879634,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,187732002.01510978,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,189072973.97594267,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,189536382.75025707,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,190244078.58338198,0.125
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,190416130.10131308,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,190585022.80465144,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,190732616.71675602,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,191133307.00597617,0.125
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,192103314.81039444,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,192125723.81356326,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,192918733.25901425,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,192930209.71486759,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,193038455.17371705,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,193242674.74766916,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,193491678.63643178,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,196281724.27324039,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,196521726.93557248,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,196993900.36604458,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,197723504.11509535,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,199067440.7441172,0.125
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,199546275.56987345,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,199913064.48790744,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,200566511.0421983,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,201835300.34957263,0.125
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,202560531.31351453,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,203297053.83014327,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,203566464.007182,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,203961641.46148294,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,204433181.63594669,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,205440066.24003303,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,206408562.4672794,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,206545041.86208242,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,207774715.73386297,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,207814993.38749635,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,208815536.75679538,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,209719837.83326572,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,210123436.02051297,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,210175937.44831824,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,211605247.55884466,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,211835547.03212431,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,212555455.5603399,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,212872424.57049954,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,213796378.31341991,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,215542550.02026942,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,216129270.34717309,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,217022985.6144847,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,217400388.18759021,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,218557789.58945552,0.125
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,219126614.86713216,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,220113050.85965723,0.125
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,220359764.04154098,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,220362750.91391602,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,222336628.47406453,0.125
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,222684602.35593113,0.25
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,222873897.64407662,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,223014950.70701709,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,223756730.69591415,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,229012012.3441042,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,229935453.77310207,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,232358920.577748,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,232861656.18142092,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,233804378.45615417,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,237937774.32828724,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,239794614.90610921,0.125
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,240226799.32192916,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,240366502.88863751,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,241701082.85278368,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,241977657.84987593,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,243504262.54011843,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,243742406.59842113,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,243742406.59842113,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,248094861.20409709,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,250316047.01149732,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,250848792.51325545,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,252196397.57818359,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,254255586.93581167,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,254298437.81980014,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,256128809.54031247,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,256587474.48680931,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,258288689.84554943,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,259726774.1522246,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,259828095.00773862,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,262055914.07590041,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,263398780.03338626,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,263765531.263937,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,265190257.82525021,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,268367706.76488593,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,269639635.55880749,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,270637963.99916357,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,272685924.25970161,0.125
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,272934499.13518167,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,275417257.82834423,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,276327314.28614813,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,276628824.37397206,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,278309824.41202933,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,280999218.63983387,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,282270204.08374149,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,289743948.14722866,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,291670785.18646419,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,293554510.75426584,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,300120901.61537462,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,302078136.48133582,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,307463181.30133265,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,308129027.54944122,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,310964122.87242949,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,314929330.38550222,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,315245465.57591593,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,320032734.45925629,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,333831865.01159781,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,349175178.74108535,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,368562709.27312213,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,369637797.54909599,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,374932172.97664952,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,377434370.57318723,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,377612711.92394549,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,425010054.8397494,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,425822325.03490275,0.0
