我这里出帐外且散愁情,0,我这里出帐外且散愁情。
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,5673656705.2568054,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,5677453702.7564116,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,5677691220.2656889,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,5683601193.6257744,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,5684629677.0318384,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,5694421608.0394564,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,5700484269.7758818,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,5709534732.1421728,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,5722387983.4480562,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,5725903249.5607443,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,5729094623.7793512,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,5747231211.1889238,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,5767678708.3009167,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,5767887800.3859768,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,5773082188.8600054,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,5774348838.1100302,0.3
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,5786073691.737134,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,5820110759.1810579,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,5828291560.4021692,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,5853499851.6397266,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,5859751340.317915,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,5862163163.5331335,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,5863901395.2670765,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,5866004625.3881798,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,5885653538.0008039,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,5887137351.0059366,0.1
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,5887161604.5379944,0.3
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,5889082470.8893061,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,5912166350.4046192,0.1
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,5920083557.6622686,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,5923420037.0592546,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,5929195784.0415058,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,5970499286.1758528,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,5971747784.1251268,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,6031416199.7425013,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,6042302950.6890879,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,6042718029.5112915,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,6044504585.5300732,0.1
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,6053325330.9614267,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,6061304065.5506039,0.1
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,6102943625.0380888,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,6105405330.4681568,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,6116978626.7572117,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,6138712939.5646029,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,6170621747.1661415,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,6171637923.3520985,0.1
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,6172657185.651227,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,6217106696.6298351,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,6218597312.1899242,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,6226892829.1112442,0.1
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,6229619920.5470181,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,6261122593.3430281,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,6274663837.4484949,0.2
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,6285339790.40905,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,6323862771.5674419,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,6346421376.7028446,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,6356004348.7931223,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,6366399559.2180004,0.1
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,6378238132.7134514,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,6452787353.9089899,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,6455980059.9410505,0.1
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,6466138840.7580366,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,6512350421.6220818,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,6515923556.335597,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,6527854016.1979065,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,6528220608.0093594,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,6544279777.2019958,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,6551355609.1613321,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,6579216186.4791975,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,6604523499.6874352,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,6605820304.9853601,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,6657180166.7977057,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,6672351560.2047577,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,6691945351.3026524,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,6692624929.0953054,0.1
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,6715098483.6103792,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,6720258190.8471746,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,6748297613.0668745,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,6749728759.9975615,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,6773252997.1683798,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,6783645099.2267265,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,6787117838.349618,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,6837871353.5218744,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,6850082945.0034475,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,6873792014.4596748,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,6878917534.3330927,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,6933677015.8181725,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,6939377430.655076,0.1
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,6955368579.1824131,0.1
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,6962579867.5682354,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,6986134859.5604753,0.1
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,7011532989.695035,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,7016026174.773592,0.1
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,7022146773.4014177,0.1
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,7073732857.9377289,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,7162055568.1796045,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,7175207657.660634,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,7188334780.724968,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,7203514764.4169197,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,7276647564.1663818,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,7293725950.6412048,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,7293838731.6259565,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,7293838731.6259565,0.1
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,7314546478.5087509,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,7321866771.5464506,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,7331532527.8172913,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,7346386870.534235,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,7360503164.2745867,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,7367451052.7986422,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,7374740950.7927189,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,7393337472.3714018,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,7406981427.1782837,0.1
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,7416877265.1481104,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,7433838024.5207596,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,7444174186.7621737,0.1
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,7466331065.1720171,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,7479326055.5025196,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,7490661600.0836287,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,7532986852.453681,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,7535265938.3182087,0.1
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,7559334586.4038754,0.1
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,7609125525.3285618,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,7623169594.2911453,0.1
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,7658098842.4599352,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,7662863182.5029411,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,7675367089.9184999,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,7683116358.6977673,0.1
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,7699037297.1468134,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,7720421613.5592804,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,7786042360.7236347,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,7820729693.4047422,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,7820738413.8035984,0.2
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,7821448688.7374811,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,7821512275.4730568,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,7822943145.4610863,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,7822943145.4610863,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,7824307220.366477,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,7846537133.1224833,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,7858881252.4446449,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,7890055061.9351101,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,7932053370.4702368,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,7966962555.9410267,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,7996485002.1954441,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,8000704477.389143,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,8004304063.483964,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,8061750499.0490446,0.1
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,8064164467.7609806,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,8074440332.0901546,0.1
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,8082830425.6285906,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,8140120261.2861452,0.1
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,8177741581.3725214,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,8220118935.8873329,0.1
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,8273904457.5529957,0.1
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,8276773673.4672003,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,8280722675.1256466,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,8416669100.7024336,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,8433091569.9875555,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,8436631005.4197445,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,8593183831.0527611,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,8618204070.4541092,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,8630414141.3812332,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,8649023965.0924397,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,8654135576.6011181,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,8656379049.543808,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,8658170114.0110111,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,8660476254.9998436,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,8663576604.8981571,0.2
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,8710939016.4841785,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,8743321705.777029,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,8746492758.9129219,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,8778528985.4844246,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,9054625042.9589748,0.1
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,9069205320.9727287,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,9457544975.8340912,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,9510187229.868084,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,9518429242.6544685,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,9693590067.0390873,0.1
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,9941133076.6715202,0.1
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,10484660449.225264,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,10773003196.021076,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,11296883061.850048,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,11530508198.903568,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,11541630192.934191,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,11604531020.053984,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,11895719805.098478,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,12059901633.069954,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,12367386344.168787,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,14461086509.206295,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,14820178966.787472,0.3
